codigo;nombre;institucion_nombre;institucion_rut;unidad;direccion;comuna;region;tipo;descripcion;fecha_inicio;fecha_final;fecha_adjudicacion;monto_estimado;unidad_monetaria;proveedores_participantes;adjudicados
2422-70-LE25;"SOL. DE ADQ. N° 942993 ROPA INTERIOR";"I MUNICIPALIDAD DE PUENTE ALTO";"69.072.100-7";"I MUNICIPALIDAD DE PUENTE ALTO";"CONCHA Y TORO 3214, PARQUE GABRIELA";"Puente Alto";"Región Metropolitana de Santiago";"LE";"INDUMENTARIA PARA USUARIOS, PLAN PROTEGE CALLE, PERSONAS EN SITUACION DE CALLE";2025-03-24T13:45:52.287;2025-03-31T15:30:00;2025-04-30T14:25:00;;"CLP";0;0
2483-54-LP25;"MODERNIZACIÓN DE CENTRAL DE EMERGENCIA DE TELEPROTECCIÓN MEDIANTE LA ACTUALIZACIÓN RECUPERACIÓN Y ADQUISICIÓN DE NUEVOS EQUIPOS PARA LA COMUNA DE QUILICURA";"I MUNICIPALIDAD DE QUILICURA";"69.071.300-4";"DEPARTAMENTO COMPRAS PÚBLICAS";"";"";"Región Metropolitana de Santiago";"LP";"MODERNIZACIÓN DE CENTRAL DE EMERGENCIA DE TELEPROTECCIÓN MEDIANTE LA ACTUALIZACIÓN RECUPERACIÓN Y ADQUISICIÓN DE NUEVOS EQUIPOS PARA LA COMUNA DE QUILICURA";2025-03-24T13:38:35.39;2025-04-14T15:01:00;2025-05-30T18:00:00;;"CLP";0;0
4429-19-LE25;"INSUMOS PARA CENTROS DE SALUD";"MUNICIPALIDAD DE HUALPEN";"69.264.400-k";"Dirección de Salud";"Avenida Colon 9878, Hualpen";"Hualpén";"Región del Biobío ";"LE";"ADQUISICION DE INSUMOS BASUREROS Y CJAS PLASTICAS PARA ABASTECER LOS CENTROS DE SALUD DE LA COMUNA DE HUALPEN";2025-03-24T13:37:16.39;2025-04-03T16:00:00;2025-06-02T16:00:00;7000000;"CLP";0;0
2483-32-LP25;"SERVICIO DE APERTURA Y MANTENCIÓN DE CUENTAS CORRIENTES MUNICIPALES RECAUDACIÓN DE PAGOS DE IMPUESTOS MUNICIPALES Y OTROS SERVICIOS BANCARIOS PARA LA MUNICIPALIDAD DE QUILICURA";"I MUNICIPALIDAD DE QUILICURA";"69.071.300-4";"DEPARTAMENTO COMPRAS PÚBLICAS";"";"";"Región Metropolitana de Santiago";"LP";"SERVICIO DE APERTURA Y MANTENCIÓN DE CUENTAS CORRIENTES MUNICIPALES, RECAUDACIÓN DE PAGOS DE IMPUESTOS MUNICIPALES Y OTROS SERVICIOS BANCARIOS PARA LA MUNICIPALIDAD DE QUILICURA, DECRETO ALCALDICIO E. N°1102, APRUEBA BASES";2025-03-24T13:30:25.023;2025-04-14T15:00:00;2025-05-30T18:00:00;;"CLP";0;0
2580-5-LQ25;"SERVICIO DE DATACENTER Y ENLACES DE DATOS";"SUPERINTENDENCIA DE PENSIONES";"60.818.000-1";"Superintendencia de Pensiones";"Avenida Bernardo O´Higgins N°1449, Piso 14";"Santiago";"Región Metropolitana de Santiago";"LQ";"La presente Licitación Pública tiene por objeto contratar, en las condiciones establecidas en las Bases Técnicas, el servicio de Datacenter y Enlaces de datos para Site de Contingencia que se utilizará para el soporte de los sistemas informáticos productivos de la Superintendencia por un plazo de 24 meses.";2025-03-24T13:27:26.417;2025-04-15T15:00:00;2025-04-29T18:00:00;;"CLF";0;0
4377-32-E225;"ADQUISICIÓN DE INDUMENTARIA PERSONAL PRLAC";"I MUNICIPALIDAD DE SAN ROSENDO";"69.151.100-6";"Ilustre Municipalidad de San Rosendo";"Ibieta 225";"San Rosendo";"Región del Biobío ";"E2";"ADQUISICIÓN DE INDUMENTARIA PERSONAL PRLAC";2025-03-24T13:24:00.283;2025-03-31T15:12:00;2025-04-01T15:13:00;;"CLP";0;0
558869-24-LE25;"ADQUISICIÓN INSUMOS PARA IMPRESORAS JARDINES VTF";"CORP MUNICIPAL DE DESARROLLO SOCIAL DE A";"71.102.600-2";"ADQUISICIONES - DIRECC ADMIN Y FINANZAS";"AV. ARGENTINA 1595 2DO PISO ANTOFAGASTA ";"Antofagasta";"Región de Antofagasta ";"LE";"Se requiere la adquisición de tintas para impresoras Epson y Brother";2025-03-24T13:23:42.96;2025-04-28T15:01:00;2025-04-30T17:00:00;;"CLP";0;0
3917-10-LR25;"Proyecto Conservación Escuela E-104";"I MUNICIPALIDAD DE TALTAL";"69.020.500-9";"Administracion Escolar";"Arturo Prat 515";"Taltal";"Región de Antofagasta ";"LR";"Proyecto de conservacion Escuela E-104";2025-03-24T13:13:51.727;2025-04-24T15:00:00;2025-04-30T12:00:00;;"CLP";0;0
1057384-26-LE25;"COMPRA DE SERVICIO DOSIMETROS Y LECTURA";"SERVICIO DE SALUD ANTOFAGASTA HOSPITAL M";"61.606.203-4";"Bienes y Servicios";"Calle Santa Rosa S/N°";"Tocopilla";"Región de Antofagasta ";"LE";"COMPRA DE SERVICIO DOSIMETROS Y LECTURA";2025-03-24T13:13:06.093;2025-04-03T19:56:00;2025-04-30T19:57:00;;"CLP";0;0
1058088-7-LQ25;"SUMINISTRO DE PERTUZUMAB 420MG";"HOSPITAL ORIENTE DR LUIS TISNE BROUSSE";"61.959.800-8";"Fármarcos";"Av. Las Torres #5150";"Peñalolén";"Región Metropolitana de Santiago";"LQ";"SUMINISTRO DE PERTUZUMAB 420MG";2025-03-24T13:10:40.27;2025-04-14T15:00:00;2025-04-15T15:00:00;;"CLP";0;0
2381-21-LE25;"ADQUISICIÓN SEGUNDA COMPRA 2025 DE FARMACOS SUPLEMENTOS ALIMENTICIOS CUIDADO DE LA PIEL Y OTROS PARA LA FARMACIA MUNICIPAL";"I MUNICIPALIDAD DE COPIAPO";"69.030.200-4";"DEPARTAMENTO DE ADQUISICIONES DASM";"CHACABUCO 857";"Copiapó";"Región de Atacama ";"LE";"ADQUISICIÓN SEGUNDA COMPRA 2025 DE FARMACOS, SUPLEMENTOS ALIMENTICIOS, CUIDADO DE LA PIEL Y OTROS PARA LA FARMACIA MUNICIPAL";2025-03-24T13:09:05.963;2025-04-03T16:00:00;2025-05-07T12:15:00;;"CLP";0;0
895072-2-LE25;"ESTUDIO DE JUEGO PARTICIPACIÓN Y ASISTENCIA PARV";"SUBSECRETARIA DE EDUCACION PARVULARIA";"61.980.540-2";"Unidad de Compras";"Ahumada 48, piso 10";"Santiago";"Región Metropolitana de Santiago";"LE";"Contratar el servicio que desarrolle el estudio llamado juego, participación y asistencia desde la voz de niños y niñas y los equipos pedagógicos para la Subsecretaría de Educación Parvularia, según especificaciones detalladas en bases técnicas.";2025-03-24T13:07:59.65;2025-04-03T15:00:00;2025-04-17T18:00:00;19000000;"CLP";0;0
625-1-LE25;"S.A. Nro. 99-029-030 DIV INFRA LICENCIAS AUTODESK";"FUERZA AEREA DE CHILE COMANDO LOGISTICO";"61.103.035-5";"Escuadrilla de Abastecimiento BALCE";"PEDRO AGUIRRE CERDA 5500";"Cerrillos";"Región Metropolitana de Santiago";"LE";"SE REQUIERE ADQUIRIR EN EL MERCADO NACIONAL EL ARRIENDO DE LICENCIAS AUTODESK DOCS Y BUILD";2025-03-24T13:04:58.917;2025-04-07T15:00:00;2025-05-29T18:00:00;;"USD";0;0
4728-20-LP25;"FIPA 2025-13: “ESTUDIO BIOLÓGICO-PESQUERO DEL RECURSO PULPO EN LA REGIÓN DE LOS LAGOS”";"SUBSECRETARIA DE PESCA Y ACUICULTURA";"60.719.000-3";"Subsecretaria de Pesca 2";"Bellavista 168";"Valparaíso";"Región de Valparaíso ";"LP";"FIPA 2025-13: “ESTUDIO BIOLÓGICO-PESQUERO DEL RECURSO PULPO EN LA REGIÓN DE LOS LAGOS”";2025-03-24T13:03:41.203;2025-04-22T14:00:00;2025-07-17T11:00:00;;"CLP";0;0
1876-4-LE25;"SERV. DE AUDITORIA EXT. ESTANDARES DEFENSA PENAL";"DEFENSORIA PENAL PUBLICA";"61.941.900-6";"Defensoría Nacional";"Alameda 1449 Piso 5";"Santiago";"Región Metropolitana de Santiago";"LE";"El objeto de esta licitación pública es seleccionar ofertas que cuenten con abogados de experiencia en el área penal y procesal penal, o personas jurídicas que cuenten en su nominas con estos profesionales, para efectuar una revisión sistémica y completa de la situación jurídica en que se encuentran causas penales de larga tramitación, y todo lo indicado en el proceso de licitación E1O2RT9";2025-03-24T12:58:53.213;2025-04-07T16:00:00;2025-04-22T16:00:00;;"CLP";0;0
3791-11-LQ25;"Construcción y Mejoramiento de Red Eléctrica de Caleta Puerto Montt y Caleta Puyuhuapi en Puerto Gala";"I MUNICIPALIDAD DE CISNES";"69.240.200-6";"Finanzas";"Rafael SotoMayor 191, Puerto Cisnes";"Cisnes";"Región Aysén del General Carlos Ibáñez del Campo";"LQ";"Licitación Pública para la construcción de un sistema de distribución de Media Tensión y normalizar la red de Baja Tensión, en los sectores de caleta Puyuhuapi y caleta Puerto Montt, de la localidad de Puerto Gala, de acuerdo a Bases y demás documentos de Licitación.";2025-03-24T12:58:00;2025-04-16T15:30:00;2025-05-30T18:00:00;270403764;"CLP";0;0
1384-4-LE25;"ARRIENDO CARGA Y MANTENCIÓN DE CILINDROS OXIGENO";"I MUNICIPALIDAD DE RECOLETA";"69.254.800-0";"Dirección de Salud";"AVENIDA RECOLETA Nº 2774-4ºPISO";"Recoleta";"Región Metropolitana de Santiago";"LE";"La Municipalidad de Recoleta, a través del Departamento de Salud, llama a participar de la Licitación Pública para el “Servicio de suministro de arriendo, recarga y mantención de cilindros de oxígeno para centros de salud de la Comuna de Recoleta durante el año 2025” y así brindar un correcto funcionamiento y operatividad según lo señalado en las Bases Técnicas.";2025-03-24T12:57:56.847;2025-04-07T15:00:00;2025-05-30T23:55:00;10000000;"CLP";0;0
1658-104-CO25;"P.28-2025 ADQUISICION DE 1.700 M3 DE MATERIAL ARIDO BASE CHANCADA DE 15";"I MUNICIPALIDAD DE TEMUCO";"69.190.700-7";"I MUNICIPALIDAD DE TEMUCO";"Arturo Prat 650";"Temuco";"Región de la Araucanía ";"CO";"P.28-2025 ADQUISICION DE 1.700 M3 DE MATERIAL ARIDO BASE CHANCADA DE 15";2025-03-24T12:56:26.507;2025-04-03T15:00:00;2025-04-04T17:42:00;;"CLP";0;0
1224957-21-LR25;"Aseo clínico y no clínico centros de salud Ñuñoa";"CORP MUNICIPAL DE DESARROLLO SOCIAL DE NUNOA";"70.932.800-K";"CMDS Nivel Central";"Manuel de Salas 451";"Ñuñoa";"Región Metropolitana de Santiago";"LR";"Según Res.N°135 de 21/03/2025";2025-03-24T12:55:13.17;2025-04-24T15:00:00;2025-05-24T23:59:00;720000000;"CLP";0;0
1155683-3-LP25;"SERVICIO DE TRITURADO Y CONTROL DE EXOTICAS RAS";"CORP NACIONAL FORESTAL";"61.313.000-4";"XVI - OFICINA REGIONAL DE ÑUBLE";"CLAUDIO ARRAU NRO. 738 2DO. PISO";"Chillán";"Región del Ñuble";"LP";"“SERVICIO DE TRITURADO Y ROCE DE EXOTICAS INVASORAS EN ESPINALES EN PREDIOS DE PEQUEÑOSAS Y MEDIANOSAS PROPIETARIOSAS DE LA REGIÓN DE ÑUBLE, AÑO 2025”. SIC 70 SIRE 77";2025-03-24T12:55:10.787;2025-04-14T15:00:00;2025-05-12T18:30:00;93286000;"CLP";0;0
2483-53-LP25;"ADQUISICIÓN E INSTALACIÓN DE MONOPOSTES INTELIGENTES PARA SEGURIDAD PÚBLICA Y COMUNITARIA DE LA MUNICIPALIDAD DE QUILICURA TERCERA ETAPA";"I MUNICIPALIDAD DE QUILICURA";"69.071.300-4";"DEPARTAMENTO COMPRAS PÚBLICAS";"";"";"Región Metropolitana de Santiago";"LP";"ADQUISICIÓN E INSTALACIÓN DE MONOPOSTES INTELIGENTES PARA SEGURIDAD PÚBLICA Y COMUNITARIA DE LA MUNICIPALIDAD DE QUILICURA, TERCERA ETAPA";2025-03-24T12:53:14.003;2025-04-14T15:01:00;2025-05-30T18:00:00;;"CLP";0;0
4429-18-LE25;"CONVENIO DE EQUIPOS Y CINTAS REACTIVAS GLICEMIA";"MUNICIPALIDAD DE HUALPEN";"69.264.400-k";"Dirección de Salud";"Avenida Colon 9878, Hualpen";"Hualpén";"Región del Biobío ";"LE";"CONVENIO SUMINISTRO CINTAS REACTIVAS DE GLICEMIA CON EQUIPOS EN COMODATO PARA CENTROS DE SALUD DE LA COMUNA POR 24 MESES CONFORME A LO SOLICITADO EN BASES ADJUNTAS";2025-03-24T12:52:36.243;2025-04-03T15:00:00;2025-06-02T18:51:00;50000000;"CLP";0;0
966131-18-LE25;"Mejoramiento Revestimientos Piso y Pintura muros Oficinas SECPLAN. Ilustre Municipalidad de Castro";"I MUNICIPALIDAD DE CASTRO";"69.230.400-4";"SECPLAN";"Blanco Encalada 273";"Castro";"Región de los Lagos ";"LE";"La necesidad de mejorar los espacios correspondientes al departamento de SECPLAN de la Ilustre Municipalidad de Castro";2025-03-24T12:50:27.347;2025-04-03T13:00:00;2025-04-18T15:00:00;9000000;"CLP";0;0
2961-8-LE25;"SERVICIO DE INTERNET PARA FUNICION MUNICIPAL";"I MUNICIPALIDAD DE LA GRANJA";"69.072.400-6";"Adquisicion Municipal";"AV. AMERICO VESPUCIO 2";"La Granja";"Región Metropolitana de Santiago";"LE";"SC 1 SP 102 IDDOC 742632 INFORMATICA CUENTA 2152205007001";2025-03-24T12:50:22.537;2025-03-31T15:00:00;2025-04-21T18:00:00;7000000;"CLP";0;0
3486-8-LE25;"SERV. MOVILIZACION SP.133";"I MUNICIPALIDAD DE NUEVA IMPERIAL";"69.190.400-8";"Departamento De Salud";"A. PRAT 65 ";"Nueva Imperial";"Región de la Araucanía ";"LE";"ADQ. DE SERV. MOVILIZACION PARA PROGRAMA CUIDADOS PALIATIVOS UNIVERSALES EN APS, POR EL PERIODO DE 5 MESES (SP.133)";2025-03-24T12:49:03.883;2025-03-31T15:01:00;2025-04-24T19:48:00;7683707;"CLP";0;0
3232-14-LE25;"LICENCIAMIENTO ANUAL DE SOFTWARE ÁREA MUNICIPAL";"I MUNICIPALIDAD DE SANTO DOMINGO";"69.073.500-8";"I MUNICIPALIDAD DE SANTO DOMINGO";"Avenida Santa Teresa N° 1 ";"Santo Domingo";"Región de Valparaíso ";"LE";"La Ilustre Municipalidad de Santo Domingo, a través del Departamento de Informática y Gobierno Electrónico, requieren la contratación de licenciamiento anual de software privativo que permitan gestionar la ciberseguridad, soporte técnico, seguridad de la información, diseño de gráficas, CAD y herramientas creativas para el área municipal.";2025-03-24T12:46:00;2025-04-03T15:00:00;2025-04-18T15:32:00;;"CLP";0;0
998-6-LE25;"ADQUISICIÓN DE PARKAS 4 EN 1 - DRV DEL BIOBÍO";"MINISTERIO DE OBRAS PUBLICAS DIREC CION GRAL DE OO PP DCYF";"61.202.000-0";"Dirección de Vialidad - VIII Región - Dirección Regional";"Avenida Arturo Prat Nº 501, 5º Piso.";"Concepción";"Región del Biobío ";"LE";"La Dirección de Vialidad, Región del Biobío requiere adquirir parkas de alta visibilidad con logo institucional para funcionarios que ejecutan labores en el Departamento de Conservación por administración directa.";2025-03-24T12:44:43.143;2025-04-03T15:00:00;2025-04-21T18:00:00;;"CLP";0;0
2126-47-LP25;"PROYECTO DE INFRAESTRUCTURA PARA LAS UNIDADES DE GINECOLOGÍA Y CUBIERTAS DE BODEGA CENTRAL DEL HOSPITAL DE SAN PABLO DE COQUIMBO";"SERVICIO DE SALUD COQUIMBO HOSPITAL DE COQUIMBO";"61.606.403-7";"Hospital Coquimbo";"";"";"Región de Coquimbo ";"LP";"Según documento adjunto";2025-03-24T12:43:18.337;2025-04-15T16:00:00;2025-07-24T12:00:00;;"CLP";0;0
2663-16-L125;"Adquisición de insumos y servicios";"ILUSTRE MUNICIPALIDAD DE NATALES";"69.250.100-4";"DEPARTAMENTO ADMINISTRACION Y FINANZAS";"Por correo electrónico";"Las Condes";"Región Metropolitana de Santiago";"L1";"Adquisición de insumos y servicios, para proyecto F.N.D.R. 8%: Si mi perro lo hace por instinto, yo lo recojo por educación y cuidado al medio ambiente, que ejecuta la Municipalidad de Natales";2025-03-24T12:42:01.18;2025-03-31T15:00:00;2025-04-15T19:45:00;4850000;"CLP";0;0
4308-2-L125;"servicio de periodoncia cesfam Ercilla";"I MUNICIPALIDAD DE ERCILLA";"69.180.600-6";"Salud";"AVDA. ERCILLA 289 ESQ. CAUPOLICAN ";"Ercilla";"Región de la Araucanía ";"L1";"El Cesfam de Ercilla requiere el servicio de periodoncia para 14 pacientes, el valor promedio de cada alta es de 150.000 impuestos incluidos, cada canasta incluye examen periodontal completo, radiografia panoramica deseable, educacion en cepillado y eliminacion y o correccion de factores locales, destartraje y alisado radiculares, tratamiento no quirurgico, 2 o mas controles,segun bases.";2025-03-24T12:41:30.993;2025-03-31T15:02:00;2025-04-30T15:24:00;2100000;"CLP";0;0
761391-64-LE25;"DRH04GUBDASSERVICIO DE SISTEMA DE SELECCIÓN DE PRUEBAS PARA CONDUCTAS CONTRAPRODUCTIVAS DEL PERSONAL";"FUERZA AEREA DE CHILE COMANDO LOGISTICO";"61.103.032-0";"Base Aérea El Bosque";"";"";"Región Metropolitana de Santiago";"LE";"SERVICIO DE SISTEMA DE SELECCIÓN DE PRUEBAS PARA CONDUCTAS CONTRAPRODUCTIVAS DEL PERSONAL DE ACUERDO A BASES TÉCNICAS ADJUNTAS.";2025-03-24T12:37:24.917;2025-04-03T15:00:00;2025-05-19T17:28:00;9460671;"CLP";0;0
1197594-3-LP25;"CONSTRUCCION PLAZA JJVV N 4";"I MUNICIPALIDAD DE COCHRANE";"69.254.500-1";"SECPLA";"ESMERALDA 398";"Cochrane";"Región Aysén del General Carlos Ibáñez del Campo";"LP";"1.	La necesidad de la Ilustre Municipalidad de Cochrane de dar ejecución al proyecto “CONSTRUCCIÓN PLAZA DEPORTIVA JJVV N°4” 2.	El Certificado de Disponibilidad Presupuestaria N° 78 de fecha 17.02.2025, emitido por  Departamento de Administración y Finanzas";2025-03-24T12:32:53.71;2025-04-07T15:30:00;2025-04-15T19:57:00;105000000;"CLP";0;0
836-4-LE25;"Servicio revisión antecedentes Proyectos 8%";"GOBIERNO REGIONAL V REGION";"72.235.100-2";"Gobierno Regional de Valparaiso - V Región";"Melgarejo 669 P. 7, Edificio Intendencia";"Valparaíso";"Región de Valparaíso ";"LE";"Se requiere la contratación de servicio para apoyar el desarrollo del proceso de evaluación de proyectos postulados al Fondo Concursable Vinculación con la Comunidad 8% año 2025, por medio de equipo mínimo de cuatro (4) profesionales, preferentemente en áreas vinculadas a Ciencias Sociales o Ingeniería relacionada a la evaluación de proyectos, teniendo como responsabilidad la revisión y análisis de iniciativas, apoyo documental y administrativo, levantamiento de reportes u otro, asegurando la calidad y eficiencia del proceso. (E1O2RT9).";2025-03-24T12:27:28.79;2025-04-03T12:30:00;2025-04-23T12:30:00;34271250;"CLP";0;0
853-22-LE25;"COMPRA LEÑA Y ASTILLAS PG02 JUNJI REG DE LOS LAGOS";"JUNTA NACIONAL DE JARDINES         INFANTILES";"70.072.600-2";"Junji - X Región";"Rengifo 830";"Puerto Montt";"Región de los Lagos ";"LE";"La subdirección de Calidad Educativa dependiente de la Dirección Regional de la JUNJI, de la Región de Los Lagos, requiere la compra de leña de eucaliptus y sacos de astillas, para estufas a combustión lenta, para proveer a los centros educativos PMI-CASH-CECI de la Región de Los Lagos, compra para el año 2025. Este contrato es de suministro y se podrá ampliar a eventuales nuevos jardines infantiles de la región, asimilando sus tarifas de acuerdo con la provincia en que se encuentre E1O2RT9. Considerando que para esta licitación se está solicitando la adquisición de leña de especies introducidas, según recomendaciones del Ministerio de Energía Oficio Circular N° 01 de fecha 31 de enero de 2023, no se requerirá de la presentación de un documento que acredite su origen.";2025-03-24T12:26:47.403;2025-04-07T17:00:00;2025-04-18T17:00:00;;"CLP";0;0
1114-4-LE25;"AIF DE LA CONTRUCCION DE  2 SONDAJES DE MEDICION";"MINISTERIO DE OBRAS PUBLICAS DIREC CION GRAL DE OO PP DCYF";"61.202.000-0";"Dirección General de Aguas - Región Metropolitana";"Bombero Salas 1351, 5° piso";"Santiago";"Región Metropolitana de Santiago";"LE";"“ASESORÍA A LA INSPECCIÓN FISCAL DE LA CONSTRUCCIÓN DE 2 SONDAJES DE OBSERVACIÓN Y MEDICIÓN DE NIVELES DE AGUAS SUBTERRÁNEAS, EN SECTORES HIDROGEOLÓGICOS DE APROVECHAMIENTO COMÚN SHAC SANTIAGO CENTRAL EN COMUNA DE CERRILLOS, Y ESTERO EL MANZANO EN COMUNA DE SAN JOSÉ DE MAIPO, REGIÓN METROPOLITANA DE SANTIAGO”.";2025-03-24T12:25:12.42;2025-04-14T15:00:00;2025-04-25T15:00:00;10674007;"CLP";0;0
1057404-23-LP25;"CONVENIO MANT. PREV. Y CORRE. EQUIPOS MÉDICOS ";"SERVICIO DE SALUD ARAUCO HOSPITAL DE ARAUCO";"61.602.209-1";"Bienes y Servicios";"Bienes y Servicios";"Arauco";"Región del Biobío ";"LP";"EL HOSPITAL DE ARAUCO NECESITA REALIZAR CONVENIO DE MANTENCION PREVENTIVA Y CORRECTIVA, PARA LOS EQUIPOS MÉDICOS MULTIMARCA, SEGÚN BASES ADJUNTAS.";2025-03-24T12:24:34.14;2025-04-04T15:00:00;2025-04-25T16:23:00;;"CLP";0;0
4377-31-E225;"ALIMENTOS COMPLEMENTARIOS Y ARTÍCULOS DE ASEO";"I MUNICIPALIDAD DE SAN ROSENDO";"69.151.100-6";"Ilustre Municipalidad de San Rosendo";"Ibieta 225";"San Rosendo";"Región del Biobío ";"E2";"ALIMENTOS COMPLEMENTARIOS Y ARTÍCULOS DE ASEO";2025-03-24T12:24:23.573;2025-03-31T15:47:00;2025-04-01T15:48:00;;"CLP";0;0
2102-10-LE25;"CONVENIO SUMINISTRO DE PAN HSIL.";"SERVICIO NACIONAL DE SALUD HOSPITAL DE LEBU";"61.602.212-1";"Hospital Lebu";"Dr. Octavio Orellana 54";"Lebu";"Región del Biobío ";"LE";"SOLICITUDES DE COMPRAS N° 355 Y 357 CENTRAL DE ALIMENTACIÓN.";2025-03-24T12:23:29.697;2025-04-03T14:25:00;2025-04-18T14:26:00;58078307;"CLP";0;0
621-266-LR25;"LIDOCAINA 2% CEPINEF. 1:100000  SOL.INY 1000020871";"CENTRAL DE ABASTECIMIENTO DEL SISTEMA NACIONAL DE SERVICIO DE SALUD";"61.608.700-2";"Compras del Giro 621";"Bodega Proveedor";"Santiago Centro";"Región Metropolitana de Santiago";"LR";"BASES ADMINISTRATIVAS Y TÉCNICAS TIPO, POR LAS QUE SE REGIRÁN LOS PROCESOS DE LICITACIÓN PARA LA ADQUISICIÓN DE PRODUCTOS FARMACÉUTICOS, COSMÉTICOS, VACUNAS, INSUMOS, DISPOSITIVOS, Y/O ALIMENTOS DE USO MÉDICO, DESTINADO AL EJERCICIO DE ACCIONES DE SALUD";2025-03-24T12:22:36.86;2025-04-23T16:00:00;2025-06-25T17:30:00;2850470044;"CLP";0;0
2080-144-LP25;"Serv. Mtto. Equi. Oftalmología para HDFRZ";"SERVICIO DE SALUD DEL LIBERTADOR B O'HIGGINS HOSPITAL REG RANCAGUA";"61.602.138-9";"Hospital Regional Rancagua - HRR";"Avenida Salvador Allende Nº 350";"Rancagua";"Región del Libertador General Bernardo O´Higgins";"LP";"El objetivo de la contratación es garantizar el funcionamiento seguro y eficiente de los equipos de oftalmología, mediante mantenimiento preventivo y correctivo. Esto permite evitar fallas, minimizar tiempos de inactividad, cumplir normativas y optimizar recursos para asegurar una atención oftalmológica de calidad. En este contexto, resulta imprescindible para el Hospital, considerando la falta de personal capacitado y calificado para realizar las diversas mantenciones a los equipos institucionales, adoptar las medidas que permitan otorgar atención a nuestros pacientes, posibilitando la atención continua y oportuna de los mismos, por lo que se estimó necesario encomendar dicha labor a terceros, estimándose que existe un mercado de prestadores que ofrecen los servicios requeridos por el Hospital mediante los mecanismos de contratación de servicios, a través de licitación pública conforme a lo dispuesto en la  Ley N° 19.886. Los servicios deberán ser prestados en dependencias del Hospital Dr. Franco Ravera Zunino.";2025-03-24T12:21:57.523;2025-04-03T15:00:00;2025-06-02T19:00:00;;"CLP";0;0
3730-26-L125;"ADQUISICION DE ROPA CORPORATIVA";"I MUNICIPALIDAD DE CHIMBARONGO";"69.090.300-8";"Adquisiciones  Obras";"CHIMBARONGO, VALENTIN LETELIER ESTADIO 72283965";"Chimbarongo";"Región del Libertador General Bernardo O´Higgins";"L1";"SE REQUIERE LA ADQUISICION DE ROPA CORPORATIVA PARA EQUIPO EJECUTOR DEL PROGRAMA MUJERES JEFAS DE HOGAR, SEGUN ESPECIFICACIONES TECNICAS AJDUNTAS A REVISAR Y CUMPLIR";2025-03-24T12:21:21.533;2025-03-31T15:05:00;2025-04-17T15:05:00;375000;"CLP";0;0
2732-11-LE25;"Mejoramiento Ascensor accesibilidad universal.";"MUNICIPALIDAD DE PEÑAFLOR";"69.071.700-K";"SECRETARIA COMUNAL DE PLANIFICACIÓN";"ALCALDE LUIS ARAYA CERECEDA  1215";"Peñaflor";"Región Metropolitana de Santiago";"LE";"La presente Licitación tiene por objeto ejecutar todas las obras necesarias, para el mejoramiento de ascensor accesibilidad universal Escuelas Nazareth, Peñaflor, Código 1-FAEP2023-2024-166, conforme a las disposiciones indicadas en las Bases Administrativas Generales, Especiales y Especificaciones Técnicas, y cualquier otro documento técnico adjunto.";2025-03-24T12:21:11.493;2025-04-03T15:30:00;2025-05-01T10:00:00;;"CLP";0;0
1380-85-LP25;"Propuesta Pública N° 138 DEL 2025 denominada “ADQUISICIÓN DE CATÉTER LARGA DURACIÓN”";"HOSPITAL DOCTOR HERNAN HENRIQUEZ ARAVENA";"61.602.232-6";"HOSPITAL DOCTOR HERNAN HENRIQUEZ ARAVENA";"";"";"Región de la Araucanía ";"LP";"Las presentes bases se refieren a las condiciones y características técnicas requeridas para adquirir CATÉTER LARGA DURACIÓN, en adelante: “los Insumos” por el periodo de doce (12) meses, todo en concordancia al Plan Compras y Contrataciones año 2025 (PAC), Bases Administrativas y Técnicas, Requerimientos técnicos, detallados en el Anexo Nº 1 y otros anexos que constituyen el referido llamado a licitación.";2025-03-24T12:18:27.47;2025-04-14T15:00:00;2025-07-13T18:00:00;132000000;"CLP";0;0
2583-59-L125;"SMAPA-RRHH-39461-CURSO OPERADOR DE PLANTA AGUA POTABLE";"I MUNICIPALIDAD DE MAIPU";"69.070.900-7";"I. MUNI  MAIPU  DEPARTAMENTO DE ADQUISICIONES";"CALLE EMILIANO LLONA N° 1874";"Maipú";"Región Metropolitana de Santiago";"L1";"CURSO OPERADOR DE PLANTA AGUA POTABLE";2025-03-24T12:17:30.793;2025-03-31T21:02:00;2025-04-15T21:02:00;6800000;"CLP";0;0
1057501-86-LE25;"CONVENIO INSUMOS VARIOS IV";"COMPLEJO ASISTENCIAL DR. SOTERO DEL RIO";"61.608.502-6";"COMPLEJO ASISTENCIAL DR. SOTERO DEL RIO";"Avenida Melchor  Concha y Toro 3459, Puente Alto";"Puente Alto";"Región Metropolitana de Santiago";"LE";"DAR CONTINUIDAD A LA ATENCION DE PACIENTES";2025-03-24T12:17:18.697;2025-03-31T15:00:00;2025-05-22T18:00:00;;"CLP";0;0
