codigo;nombre;institucion_nombre;institucion_rut;unidad;direccion;comuna;region;tipo;estado;descripcion;fecha_inicio;fecha_final;fecha_adjudicacion;monto_estimado;unidad_monetaria;proveedores_participantes;adjudicados
1185-2-LE25;"SERVICIO ASEO OFICINAS MOP 2025-2026";"MINISTERIO DE OBRAS PUBLICAS DIREC CION GRAL DE OO PP DCYF";"61.202.000-0";"SEREMI MAGALLANES Y DE LA ANTARTICA CHILENA";"Croacia 722";"Punta Arenas";"Región de Magallanes y de la Antártica";"LE";"Adjudicada";"SERVICIO INTEGRAL DE ASEO OFICINAS DIRECCIONES MOP AÑO 2025-2026";2025-03-20T17:25:02.133;2025-04-02T15:00:00;2025-04-03T10:47:14.363;29364000;"CLP";0;0
1523-118-LR24;"Bases Administrativas y Técnicas Propuesta Pública Nº 13024 “MANTENIMIENTO DE EQUIPOS MEDICOS III DEL HOSPITAL DR. ABRAHAM GODOY PEÑA DE LAUTARO”";"SERVICIO NACIONAL ARAUCANIA SUR HOSPITAL DR ABRAHAM GODOY PENA LAUTARO";"61.602.236-9";"Hospital Dr. Abraham Godoy Peña";"Barros Arana N°820 Lautaro";"Lautaro";"Región de la Araucanía";"LR";"Adjudicada";"Bases Administrativas y Técnicas Propuesta Pública Nº 130/24 “MANTENIMIENTO DE EQUIPOS MEDICOS III DEL HOSPITAL DR. ABRAHAM GODOY PEÑA DE LAUTARO”";2024-12-18T10:45:00;2025-01-17T15:00:00;2025-04-03T10:37:54.737;;"CLP";0;0
1058095-24-LE25;"Convenio inyectables 13 por 36 meses";"COMPLEJO ASISTENCIAL DR. SOTERO DEL RIO";"61.608.502-6";"Fármarcos";"CONCHA Y TORO 3459";"Puente Alto";"Región Metropolitana de Santiago";"LE";"Adjudicada";"La necesidad de contar con medicamentos";2025-02-11T09:31:04.087;2025-02-21T15:30:00;2025-04-03T10:09:55.347;;"CLP";0;0
1464-18-LE25;"Suturas Pabellon 2025";"SERVICIO DE SALUD DEL MAULE HOSPITAL DE PARRAL";"61.606.918-7";"Hospital Parral";"";"";"Región del Maule";"LE";"Adjudicada";"Cotizar suturas para el servicio de pabellón del Hospital de Parral.";2025-03-13T14:28:26.69;2025-03-20T14:00:00;2025-04-03T10:22:15.017;;"CLP";0;0
4117-8-LE25;"Servicio de Movilización Programa Cuidados Domiciliarios";"I MUNICIPALIDAD DE CURACAUTIN";"69.181.000-3";"SOCIAL";"ohiggins 796";"Curacautín";"Región de la Araucanía";"LE";"Adjudicada";"Se requiere realizar la contratación del servicio de movilización para el desarrollo del Programa Cuidados Domiciliarios para Personas Mayores.";2025-03-21T16:25:40.003;2025-03-31T15:30:00;2025-04-03T09:55:53.387;9760000;"CLP";0;0
3443-11-LE25;"Contratación Profesional Ingeniero Eléctrico.-";"I MUNICIPALIDAD DE PURRANQUE";"69.210.500-1";"Dirección de Administración y Finanzas";"Pedro Montt Nro. 249";"Purranque";"Región de los Lagos";"LE";"Adjudicada";"Contratación Profesional Ingeniero Eléctrico Para El Apoyo y Desarrollo de Proyectos.";2025-02-19T16:58:10.74;2025-03-03T16:15:00;2025-04-01T19:55:07.477;13694000;"CLP";0;0
1658-47-LE25;"P.13-2025 SERVICIO DE PREUNIVERSITARIO PARA ESTUDIANTES DE LA MUNICIPALIDAD DE TEMUCO";"I MUNICIPALIDAD DE TEMUCO";"69.190.700-7";"I MUNICIPALIDAD DE TEMUCO";"Arturo Prat 650";"Temuco";"Región de la Araucanía";"LE";"Adjudicada";"SERVICIO DE PREUNIVERSITARIO PARA ESTUDIANTES DE LA MUNICIPALIDAD DE TEMUCO";2025-02-19T16:37:00;2025-03-10T15:00:00;2025-04-03T09:38:12.48;;"CLP";0;0
1057501-55-LR25;"Convenio antisépticos y desinfectantes 2";"COMPLEJO ASISTENCIAL DR. SOTERO DEL RIO";"61.608.502-6";"COMPLEJO ASISTENCIAL DR. SOTERO DEL RIO";"CONCHA Y TORO 3459";"Puente Alto";"Región Metropolitana de Santiago";"LR";"Adjudicada";"La necesidad de contar con insumos";2025-02-13T15:40:35.37;2025-03-17T15:30:00;2025-04-03T09:20:22.987;;"CLP";0;0
1057501-70-H225;"Convenio insumos para análisis de coagulación con equipo en comodato por 36 meses";"COMPLEJO ASISTENCIAL DR. SOTERO DEL RIO";"61.608.502-6";"COMPLEJO ASISTENCIAL DR. SOTERO DEL RIO";"Avenida Melchor  Concha y Toro 3459, Puente Alto";"Puente Alto";"Región Metropolitana de Santiago";"H2";"Adjudicada";"La necesidad de contar con insumos";2025-02-27T16:25:27.473;2025-03-19T15:30:00;2025-04-03T09:30:56.94;;"CLP";0;0
2741-4-LE25;"ADQUISICION SALA PROCESO MODULAR CERTIFICADA";"I MUNICIPALIDAD DE SAN FELIPE";"69.050.600-9";"SECPLA - MUNISANFE";"SALINAS  1211";"San Felipe";"Región de Valparaíso";"LE";"Adjudicada";"ADQUISICION SALA PROCESO MODULAR CERTIFICADA PROGRAMA ECO MERCADO SOLIDARIO MUNICIPALIDAD DE SAN FELIPE";2025-01-15T10:13:35.9;2025-01-29T12:00:00;2025-04-03T08:41:39.503;13500000;"CLP";0;0
3654-2-LE25;"ADQUISICIÓN DE MATERIALES DE COMPUTACIÓN";"COMANDO DE APOYO A LA FUERZA";"61.101.034-6";"Instituto de Investigaciones y Control - IDIC";"Avda. Pedro Montt 2136 (Ex N° 2050)";"Santiago";"Región Metropolitana de Santiago";"LE";"Adjudicada";"ADQUISICIÓN DE MATERIALES DE COMPUTACIÓN, PARA ABASTECER LA BODEGA CENTRAL DEL IDIC.";2025-02-28T15:42:16.25;2025-03-11T10:00:00;2025-04-03T08:51:20.16;15092831;"CLP";0;0
3894-13-LE25;"ADQUISICIÓN DE MOBILIARIO Y EQUIPAMIENTO OFICINA LOCAL DE LA NIÑEZ COMUNA DE LAMPA 2025";"I MUNICIPALIDAD DE LAMPA";"69.071.400-0";"Secretaria de Planificación";"Baquedano 964";"Lampa";"Región Metropolitana de Santiago";"LE";"Adjudicada";"La presente licitación tiene por objetivo brindar a los profesionales y usuarios equipamiento y mobiliario adecuado para el buen desarrollo de las actividades diarias y las especiales del Consejo Consultivo Comunal de niños, niñas y adolescente, Mesa interinstitucional y otras como conmemoraciones, talleres, etc.";2025-03-21T10:00:00;2025-03-31T15:00:00;2025-04-04T20:48:08.84;15335031;"CLP";0;0
1658-109-L125;"S11-25/DIRECCION DE ASEO/DEPTO DE ASEO/ADQUISICION DE ARTICULOS Y ACCESORIOS DE OFICINA";"I MUNICIPALIDAD DE TEMUCO";"69.190.700-7";"I MUNICIPALIDAD DE TEMUCO";"Vicuña Mackenna S/N entre Bilbao y las Acacias";"Temuco";"Región de la Araucanía";"L1";"Adjudicada";"ADQUISICION DE ARTICULOS Y ACCESORIOS DE OFICINA, SEGÚN ESPECIFICACIONES TÉCNICAS ADJUNTAS";2025-03-17T09:51:36.633;2025-03-24T17:00:00;2025-04-03T08:37:21.077;1200000;"CLP";0;0
3942-6-L125;"Examen Fondos de Ojos año 2025";"I MUNICIPALIDAD DE LEBU";"69.160.300-8";"Departamento Salud";"Ignacio Carrera Pinto S/N";"Lebu";"Región del Biobío";"L1";"Adjudicada";"solicitud de compra";2025-03-05T17:06:24.3;2025-03-14T09:00:00;2025-04-03T08:44:50.993;4500000;"CLP";0;0
1057491-25-LE25;"ADQUISICIÓN DE ESTANTES METALICOS PARA BODEGAS";"SERVICIO DE SALUD ORIENTE HOSPITAL LUIS CALVO MACKENNA";"61.608.408-9";"Bienes y Servicios";"ANTONIO VARAS 360 (CENTRO DE DISTRIBUCIÓN)";"Providencia";"Región Metropolitana de Santiago";"LE";"Adjudicada";"ADQUISICIÓN DE ESTANTES METALICOS PARA BODEGAS DE CENTRAL DE DISTRIBUCIÓN DEL HOSPITAL DOCTOR LUIS CALVO MACKENNA";2025-02-06T21:19:00;2025-02-17T15:00:00;2025-04-04T19:36:37.583;9000000;"CLP";0;0
2583-66-L125;"Se solicita Sistema de Mensajería Notificaciones Médicas/Programa Comunitario N°2 Componente 5 procesos APS/Informática /DISAM/SP 44441/POS.";"I MUNICIPALIDAD DE MAIPU";"69.070.900-7";"I. MUNI  MAIPU  DEPARTAMENTO DE ADQUISICIONES";"CALLE EMILIANO LLONA N° 1874";"Maipú";"Región Metropolitana de Santiago";"L1";"Adjudicada";"Se solicita el Servicio de Mensajería de Notificaciones y confirmación de horas Médicas, recordatorio de citas, anulaciones, y otras comunicaciones relevantes para los centros de salud, que permitan la notificación oportuna y eficiente mediante este canal a los usuarios de los CESFAM de la Dirección de Salud perteneciente a la Ilustre Municipalidad de Maipú.";2025-03-25T17:47:16.753;2025-03-31T16:02:00;2025-04-04T18:30:32.46;6800000;"CLP";0;0
2852-81-LR24;"CONVENIO DE SUMINISTRO REPOSICIÓN DE SEÑALÉTICAS Y DEMARCACIÓN VIAL DE LA COMUNA DE PUERTO VARAS";"I MUNICIPALIDAD DE PUERTO VARAS";"69.220.200-7";"Adquisiciones Municipalidad";"San Francisco 413";"Puerto Varas";"Región de los Lagos";"LR";"Adjudicada";"La Ilustre Municipalidad de Municipalidad de Puerto Varas requiere contratar un Convenio de Suministro de “CONVENIO DE SUMINISTRO REPOSICIÓN DE SEÑALÉTICAS Y DEMARCACIÓN VIAL DE LA COMUNA DE PUERTO VARAS”., de acuerdo con los requerimientos y las condiciones establecidas en las presentes Bases Administrativas, Requerimientos Técnicos y anexos que forman parte de ellas y las aclaraciones que se hicieren a éstos. El sistema de contratación será licitado en propuesta Pública y publicada en el portal www.mercadopublico.cl.";2024-11-22T14:53:00;2024-12-23T16:21:00;2025-04-04T17:21:26.923;;"CLP";0;0
2298-6-LE25;"SERVICIO DE DEMARCACION VIAL DE SOLERAS BLOQUES PASOS DE CEBRAS Y REDUCTORES DE VELOCIDAD";"ILUSTRE MUNICIPALIDAD DE MOLINA";"69.110.100-2";"Oficina de Adquisiciones Municipales";"MAIPU 1846";"Molina";"Región del Maule";"LE";"Adjudicada";"SERVICIO DE DEMARCACION VIAL DE SOLERAS, BLOQUES, PASOS DE CEBRAS Y REDUCTORES DE VELOCIDAD D.A 1295/2025";2025-03-06T15:53:34.033;2025-03-17T15:00:00;2025-04-04T17:09:54.09;;"CLP";0;0
2686-22-LR25;"SERVICIO MANTENCION PREVENTIVA Y CORRECTIVA";"I MUNICIPALIDAD DE COLINA";"69.071.500-7";"SECPLAN";"AVENIDA COLINA Nº. 700.";"Colina";"Región Metropolitana de Santiago";"LR";"Adjudicada";"El objetivo de la presente licitación es garantizar continuidad y seguridad del funcionamiento de los dispositivos de control tanto en los aspectos físicos como de las programaciones y la comunicación al sistema de control central, el disponer del mínimo tiempo para la detección y corrección de fallas, la adaptación de los dispositivos a la dinámica del medio y la disponibilidad oportuna de información respecto de los elementos de control de tráfico, material semafórico y de iluminación de los cruces peatonales. El adjudicado será responsable por el mantenimiento y reparación de los equipos e instalaciones que componen el área comunal licitada y que tengan relación con los componentes de los semáforos y balizas, es decir, controladores de semáforos, unidades de comunicación OTU, equipos de comunicación, detectores, postes de semáforos, postes de balizas, Iámparas, luces LED peatonales, paneles solares, baterías, soportes, botoneras, cables, instalación de empalme, espiras, cámaras de registro, ductos y otros a ser especificados en anexos tales como UPS, Hitos, Señales Direccionales, Arcos para uso de pista, cámaras de CCTV, estaciones de conteo de flujo vehicular, arcos de señalización variables, etc. y las obras asociadas. Debe tener siempre preparado los equipos y stock disponible para que operen de forma inmediata. Todo repuesto, materiales y obras necesarias para ejecutar el servicio de mantención de la presente propuesta, son de cargo del adjudicado y, en el caso de los semáforos, deben cumplir con la norma UOCT, la que deberá ser acreditada con certificado si corresponde.";2025-02-12T16:50:16.84;2025-03-17T15:15:00;2025-04-04T17:54:18.57;;"CLP";0;0
2273-10-LE25;"ADQUISICION INSTALACION Y ARMADO DE MOBILIARIO.";"I MUNICIPALIDAD DE LA PINTANA";"69.253.800-5";"DEPARTAMENTO ADQUISICIONES MUNICIPAL";"El Olivar N° 02595 Paradero 47 Sta. Rosa, . RECEPCION DE LUNES A VIERNES DE 8:30 A 13:30 HRS. FONO 223896941-6942-6943-";"La Pintana";"Región Metropolitana de Santiago";"LE";"Adjudicada";"Adquisición, Instalación y Armado de Mobiliario para la Sala de Concejales de La Municipalidad de La Pintana”";2025-03-05T09:50:27.587;2025-03-17T17:00:00;2025-04-04T17:20:59.4;15421539;"CLP";0;0
3179-1-LE25;"BLUSA CREMA MASCULINA Y FEMENINA ACIPOL";"DIRECCION DE LOGISTICA DE CARABINEROS";"61.938.500-4";"Depto.Adquis y Abast.L2";"Avda. Bernardo O'higgins  Nro. 1196";"Santiago";"Región Metropolitana de Santiago";"LE";"Adjudicada";"DESTINADAS A LA ACIPOL";2025-01-09T18:19:33.813;2025-02-20T17:00:00;2025-04-04T17:29:58.537;13470400;"CLP";0;0
2655-7-LE25;"SERVICIO DE EVALUACIONES AMBIENTALES";"INSTITUTO DE SEGURIDAD LABORAL";"61.533.000-0";"ISL Región Metropolitana";"SAN PABLO 2471 3ER PISO";"Santiago Centro";"Región Metropolitana de Santiago";"LE";"Adjudicada";"SERVICIO DE EVALUACIONES AMBIENTALES DE AGENTES FÍSICOS Y QUÍMICOS, EN ENTIDADES EMPLEADORAS ADHERIDAS AL INSTITUTO DE SEGURIDAD LABORAL DE LA REGIÓN METROPOLITANA.";2025-03-05T15:47:04.27;2025-03-20T15:00:00;2025-04-04T16:42:07.647;;"CLP";0;0
2208-1-LE25;"HABILITACIÓN NUEVA OFICINA UNIDAD DE COQUIMBO";"SERVICIO DE IMPUESTOS INTERNOS DIRECCION";"60.803.000-k";"SII DR04 Dirección Regional La Serena";"Av. Matta N° 461 Of. 202";"La Serena";"Región de Coquimbo";"LE";"Adjudicada";"El objeto de la presente licitación es contratar los servicios de Habilitación de la unidad de Coquimbo, cuyas dependencias se encuentran ubicadas, en calle Juan Melgarejo N°1270 de la comuna de Coquimbo, de acuerdo con las especificaciones técnicas señaladas en las Bases Técnicas.  Las especificaciones técnicas establecidas a lo largo de las presentes bases, así como los planos y anexos se entenderán como un todo armónico, tendiente a la consecución del objeto de la Licitación.";2025-02-21T13:22:00;2025-03-11T16:00:00;2025-04-04T16:40:30.783;;"CLP";0;0
3976-5-L125;"PLATAFORMA EDUCATIVA DE ORIENTACION PARA LICEO CAS";"I MUNICIPALIDAD DE SANTA BARBARA";"69.170.201-4";"Departamento De Educacion Municipal";"Arturo Prat Nº 121 Santa Bárbara";"Santa Bárbara";"Región del Biobío";"L1";"Adjudicada";"CONTRATAR PLATAFORMA EDUCATIVA  DE ORIENTACION  PARA ESTUDIANTES , DOCENTES  Y DIRECTIVOS DEL LICEO CARDENAL ANTONIO SAMORE DAEM DE LA COMUNA DE SANTA BARBARA";2025-03-11T17:55:28.313;2025-03-19T11:10:00;2025-04-04T16:33:44.47;1930000;"CLP";0;0
2703-81-L125;"SC 10859 Fármacos FOFAR";"I MUNICIPALIDAD DE TALAGANTE";"69.071.800-6";"Dirección de Salud";"Pasaje Quemchi N°1075, Villa Mónaco, Talagante";"";"Región Metropolitana de Santiago";"L1";"Adjudicada";"SC 10859, Fármacos FOFAR";2025-03-13T16:57:24.6;2025-03-19T15:30:00;2025-04-04T16:25:17.337;6803400;"CLP";0;0
5251-235-LP24;"EQUIPAMIENTO COMPUTACIONAL PARA LA ESCUELA DE CONS";"UNIVERSIDAD TECNOLOGICA METROPOLITANA";"70.729.100-1";"DEPARTAMENTO DE ABASTECIMIENTO";"Calle Dieciocho Nª178, Santiago";"Santiago";"Región Metropolitana de Santiago";"LP";"Adjudicada";"El objetivo de esta licitación es adquirir equipamiento computacional avanzado para la Escuela de Construcción y la carrera de Construcción Civil de la Universidad Tecnológica Metropolitana UTEM. Estos equipos serán utilizados para gestionar y ejecutar de manera eficiente las tareas académicas y técnicas, apoyando las necesidades tecnológicas en áreas clave como la planificación, diseño, desarrollo y seguimiento de proyectos de construcción e infraestructura. Este equipamiento optimizará el procesamiento de datos técnicos, acelerará los tiempos de análisis y mejorará la capacidad de respuesta ante los desafíos de los proyectos en curso. Asimismo, será esencial para garantizar el manejo seguro y eficiente de información crítica, asegurando la continuidad operativa de las actividades académicas y la adaptación a las crecientes demandas tecnológicas en el futuro.";2024-12-10T11:47:42.513;2024-12-20T20:00:00;2025-04-04T16:29:09.983;71999700;"CLP";0;0
3880-27-LE25;"MANTENCION PLANTAS DE TRATAMIENTO DE AGUAS SERVIDA";"I MUNICIPALIDAD DE MAULE";"69.110.900-3";"Municipalidad de Maule";"Balmaceda 350";"Maule";"Región del Maule";"LE";"Adjudicada";"MANTENCION PLANTAS DE TRATAMIENTO DE AGUAS SERVIDAS 2025. SEGUN BASES ADMINISTRATIVAS Y ESPECIFICACIONES TRTECNICAS ADJUNTAS.-";2025-02-26T10:55:00;2025-03-17T15:00:00;2025-04-04T16:26:43.917;60000000;"CLP";0;0
2699-6-LP25;"SUMINISTRO DE INSUMOS PARA TRABAJOS DE BACHEO 2025";"I MUNICIPALIDAD DE LA REINA";"69.070.600-8";"Secretaría de Planificación";"Av. Fernando Castillo Velasco N°9925";"La Reina";"Región Metropolitana de Santiago";"LP";"Adjudicada";"La presente licitación tiene como objetivo la contratación de un convenio de suministro para la adquisición de  5000 sacos de asfalto en frio formato 20 kg, y 100 Tambores de Emulsión Asfáltica CRS-2 , de acuerdo a lo dispuesto en las presentes bases administrativas, y  en las bases técnicas de licitación.";2025-02-13T18:12:08.17;2025-03-04T15:00:00;2025-04-04T16:19:07.89;70000000;"CLP";0;0
2366-194-L124;"EQUIPO DETECTOR MULTIGAS SC N°927 CVYSO";"I MUNICIPALIDAD DE ARICA";"69.010.100-9";"SERVICIO MUNICIPAL DE SALUD";"Javiera Carrera 1169, Arica.";"Arica";"Región de Arica y Parinacota";"L1";"Adjudicada";"EQUIPO DETECTOR MULTIGAS CO/H2S/O2/ GASES COMBUSTIBLES SC N°927 CVYSO";2024-12-27T11:09:00;2025-01-07T17:30:00;2025-04-04T16:15:51.32;5950000;"CLP";0;0
4928-17-R225;"ADQUISICIÓN ACCESORIOS Y REPUESTOS COMPUTACIONALES";"DIRECCION DE LOGISTICA DE CARABINEROS";"61.938.500-4";"Departamento de Compras  y Logística";"Av. Lib. B. O'Higgins 1196 Piso 9.";"Santiago Centro";"Región Metropolitana de Santiago";"LE";"Adjudicada";"Adquirir repuestos accesorios y repuestos computacionales, destinados al P.a.c. 2024 de la Dirección T.I.C.";2024-05-07T12:24:54.41;2024-05-14T18:00:00;2025-04-04T16:15:15.693;;"CLP";0;0
1216085-37-LE25;"SERVICIO DE AUDITORIA";"CORP MUNICIPAL PARA EL DESARROLLO SOCIAL";"70.983.600-5";"Adquisiciones";"QUINTA 032 VILLA ALEMANA ,(direccion de salud) cesfam villa alemana";"Villa Alemana";"Región de Valparaíso";"LE";"Adjudicada";"Las presentes bases administrativas regulan el procedimiento del llamado a Licitación Pública efectuado por esta Corporación, con el fin de proveer el servicio de auditoria de los estados financieros de los años 2023 Y 2024 de la Corporación Municipal de Villa Alemana.  Estas bases administrativas regulan las etapas, plazos, mecanismos de consulta y aclaraciones, criterios de evaluación, mecanismo de adjudicación, modalidades de evaluación, cláusulas del contrato definitivo, y demás antecedentes administrativos del proceso de contrataciones.  Junto con ello, buscan establecer las condiciones más ventajosas que permitan alcanzar la combinación más ventajosa entre los beneficiarios del bien o servicio que se pretende adquirir y todos sus costos asociados presentes y futuros, propendiendo a la eficiencia, eficacia, calidad, y ahorro de la contratación";2025-03-06T16:51:14.603;2025-03-17T15:00:00;2025-04-04T16:11:01.91;15000000;"CLP";0;0
3443-95-LE24;"Asesoría ITO: Mejoramiento 4 Calles de Corte Alto.";"I MUNICIPALIDAD DE PURRANQUE";"69.210.500-1";"Dirección de Administración y Finanzas";"Pedro Montt Nro. 249";"Purranque";"Región de los Lagos";"LE";"Adjudicada";"Asesoría a la Inspección Técnica de Obras del Proyecto: Mejoramiento 4 Calles de Corte Alto, Comuna de Purranque.";2024-12-19T18:19:00;2024-12-30T15:10:00;2025-04-04T15:56:54.233;16000000;"CLP";0;0
889473-20-LQ25;"SC 3344 - Suministro de Material Bibliográfico";"UNIVERSIDAD DE O'HIGGINS";"61.980.530-5";"UNIVERSIDAD DE O'HIGGINS";"Av. Libertador General Bernardo O'Higgins 611";"Rancagua";"Región del Libertador General Bernardo O´Higgins";"LQ";"Adjudicada";"La Universidad de O’Higgins llama a licitación pública para la contratación del servicio de suministro de material bibliográfico. Presupuesto máximo. Adjudicación simple. Presentación de anexos de carácter obligatorio y excluyente, su modificación es causal de rechazo.";2025-03-04T16:24:02.333;2025-03-18T16:00:00;2025-04-04T15:52:01.94;;"CLP";0;0
3184-1-LE25;"SERVICIO DE CORTAFUEGOS EN SECTOR PLANTAS PUO HIRO Y RANO KAU DEPENDIENTES DE LA GOBERNACIÓN MARÍTIMA DE HANGA ROA";"DIRECCION DE ABASTECIMIENTO DE LA ARMADA";"61.102.146-1";"GOBERNACION MARITIMA DE HANGA ROA";"POLICARPO TORO S/N";"Isla De Pascua";"Región de Valparaíso";"LE";"Adjudicada";"ASEGURAR LA OPERATIVIDAD DE LOS SITEMAS, EQUIPOS Y ANTENAS DE TELECOMUNICACIONES ASIGNADOS POR LA INSTITUCIÓN.";2025-03-17T10:34:59.8;2025-03-26T15:00:00;2025-04-01T18:58:44.257;;"CLP";0;0
3443-10-LE25;"Contratación Profesional Ingeniero Civil en Obras.";"I MUNICIPALIDAD DE PURRANQUE";"69.210.500-1";"Dirección de Administración y Finanzas";"Pedro Montt Nro. 249";"Purranque";"Región de los Lagos";"LE";"Adjudicada";"Contratación Profesional Ingeniero Civil en Obras Civiles para el Desarrollo de Estudios Estructurales.";2025-02-19T16:01:31.87;2025-03-03T16:00:00;2025-04-01T19:42:54.12;13130000;"CLP";0;0
4887-5-LQ25;"SERVICIOS DE GESTIÓN ACCIONA PROYECTOS 2025-2026";"SUBSECRETARÍA DE LAS CULTURAS Y LAS ARTES";"61.978.390-5";"Consejo Regional de la Cultura y las Artes de la Araucanía";"Calle Phillippi 672 – C";"Temuco";"Región de la Araucanía";"LQ";"Adjudicada";"Implementar el Programa Acciona durante los años 2025 y 2026 en la Región de La Araucanía, a través de la ejecución de Proyectos Artístico-Culturales PAC en establecimientos educacionales. Esto con el propósito de fortalecer los procesos educativos y formativos participativos de los y las estudiantes a través del acceso y desarrollo de proyectos y actividades artísticas vinculadas a sus propios intereses, los de la comunidad educativa y los contextos territoriales.";2025-02-26T11:36:02.05;2025-03-19T11:40:00;2025-04-04T15:46:57.743;;"CLP";0;0
4020-14-LE25;"SERVICIO DE CONTROL DE PLAGAS";"I MUNICIPALIDAD DE CANETE";"69.160.500-0";"Adquisiciones";"ARTURO PRAT 220";"Cañete";"Región del Biobío";"LE";"Adjudicada";"SE REQUIERE CONTAR CON LA CONTRATACIÓN DEL SERVICIO DE CONTROL DE PLAGAS EN DEPENDENCIAS MUNICIPALES";2025-03-07T15:05:42.377;2025-03-17T15:00:00;2025-04-04T15:55:26.057;8500000;"CLP";0;0
1605-32-LE25;"LE-3184 Mant. Vehicular DN y DGC Periodo 2025-2027";"SERVICIO DE IMPUESTOS INTERNOS DIRECCION";"60.803.000-K";"SII Dirección Nacional";"";"";"Región Metropolitana de Santiago";"LE";"Adjudicada";"El Servicio de Impuestos Internos requiere contratar los servicios de mantención mecánica, preventiva y correctiva para 7 vehículos motorizados de la Dirección Nacional y de la Dirección de Grandes Contribuyentes de acuerdo con las condiciones y especificaciones establecidas en las bases técnicas.";2025-03-14T18:26:00;2025-03-27T16:00:00;2025-04-04T15:14:37.3;25000000;"CLF";0;0
4239-3-LE25;"ADQUISICION DE MATERIAL DE APOYO PEDAGOGICO PARA ESCUELA F-775 FONDOS SEP";"I MUNICIPALIDAD DE CURANILAHUE";"69.160.201-K";"Dpto. Educación";"Cardenio Avello 720";"Curanilahue";"Región del Biobío";"LE";"Adjudicada";"ADQUISICION DE MATERIAL DE APOYO PEDAGOGICO PARA ESCUELA F-775, SOLICITADO POR LA DIRECTORA DEL ESTABLECIMIENTO EDUCACIONAL, FINANCIADA CON FONDOS SEP";2025-01-31T11:36:59.2;2025-02-10T15:01:00;2025-04-04T15:24:38.78;22682707;"CLP";0;0
1376-11-LE25;"FRUTAS Y VERDURAS PARA EL CDP DE VALLENAR PARA LOS MESES DE ABRIL A JUNIO 2025";"DIRECCION GENERAL DE GENDARMERIA DE CHIL";"61.004.010-1";"Región de Atacama";"Rancagua #499, 3 piso, edificio MOP-MINJU";"Copiapó";"Región de Atacama";"LE";"Adjudicada";"FRUTAS Y VERDURAS PARA EL CDP DE VALLENAR PARA LOS MESES DE ABRIL A JUNIO 2025";2025-03-17T08:36:17.597;2025-03-31T17:00:00;2025-04-04T15:31:01.95;;"CLP";0;0
2770-190-LQ24;"“SEGUROS PARA LOS VEHÍCULOS MOTORIZADOS DE LA I. MUNICIPALIDAD DE MAIPÚ Y DE SMAPA POR 12 MESES”";"I MUNICIPALIDAD DE MAIPU";"69.070.900-7";"I MUNICIPALIDAD DE MAIPU";"AVDA. CINCO DE ABRIL  0260";"Maipú";"Región Metropolitana de Santiago";"LQ";"Adjudicada";"La presente licitación tiene por finalidad la contratación de pólizas de seguro para los vehículos de la I. Municipalidad de Maipú y del Servicio Municipal de Agua Potable y Alcantarillado, con cobertura inicial de un total de 148 vehículos entre flota municipal y SMAPA.";2024-12-04T17:39:30.557;2025-01-02T15:01:00;2025-04-04T15:21:32.71;5494.33;"CLF";0;0
796305-3-LE25;"GBS 20 GMC SERVICIO DE CAFETERIA BACM FACH ANTOF.";"FUERZA AEREA DE CHILE COMANDO LOGISTICO";"61.103.006-1";"Bienestar Social V Brigada Aerea";"Base Aérea Cerro Moreno s/n";"Antofagasta";"Región de Antofagasta";"LE";"Adjudicada";"GBS 20 GMC CONTRATACIÓN DE SERVICIO DE SERVICIO DE CAFETERIA PARA EL PERSNAL DE LA Vª BRIGADA AEREA, EN LA BASE AÉREA CERRO MORENO ANTOFAGASTA. SEGUN BASES TECNICAS ADJUNTO Y VISITA A TARRENO OBLIGATORIA.";2025-03-14T11:40:20.3;2025-03-24T15:00:00;2025-04-04T15:17:38.543;1;"CLP";0;0
4074-13-LE25;"PINTURA CUBIERTA ESCUELA PADRE PEDRO CAMPOS TOMECO";"I MUNICIPALIDAD DE YUMBEL";"69.150.902-8";"Depto. Educacion";"OHIGGINS N° 851 YUMBEL";"Yumbel";"Región del Biobío";"LE";"Adjudicada";"SE REQUIERE LA CONTRATACION DEL SERVICIO DE PINTADO DE 1.000 M2 DE CUBIERTA METALICA PV4, PARA LA ESCUELA PADRE PEDRO CAMPOS, EN LA LOCALIDAD DE TOMECO, COMUNA DE YUMBEL";2025-03-11T10:57:00;2025-03-21T11:00:00;2025-04-04T15:18:42.08;;"CLP";0;0
948355-81-LQ24;"ADQUISICIÓN DE SUTURAS MANUALES POR SISTEMA DE SUMINISTRO PARA EL HOSPITAL DIPRECA";"FONDO HOSPITAL DE LA DIRECCION DE PREVISION DE CARABINEROS DE CHILE";"61.513.003-6";"Unidad de Compra Insumos Médicos";"Avenida Vital Apoquindo N° 1200";"Las Condes";"Región Metropolitana de Santiago";"LQ";"Adjudicada";"“EL HOSPITAL”,  llama a Licitación Pública para la Adquisición de Suturas Manuales por Sistema de Suministro,  en adelante “LOS INSUMOS”, para un período de 36 meses o hasta que se consuma la totalidad del monto contratado, según lo que primero ocurra, para el referido Centro Asistencial, cuyas características y requisitos técnicos constan en las Bases Administrativas y Técnicas de esta Licitación con sus respectivos Anexos.";2024-12-17T17:47:11.423;2024-12-30T16:00:00;2025-04-04T15:13:00.97;160000000;"CLP";0;0
