codigo;nombre;institucion_nombre;institucion_rut;unidad;direccion;comuna;region;tipo;estado;descripcion;fecha_inicio;fecha_final;fecha_adjudicacion;monto_estimado;unidad_monetaria;proveedores_participantes;adjudicados
812799-26-LE25;"ADQUISICIÓN DE EQUIP MUSEO MUNICIPAL DE MEJILLONES CODIGO BIP 40058455-0";"I MUNICIPALIDAD DE MEJILLONES";"69.020.400-2";"Secoplac";"";"";"Región de Antofagasta";"LE";"Cerrada";"La presente licitación será pública y tiene por objeto la adquisición de equipos para incorporar al inmueble y así poner en correcto funcionamiento el museo municipal que está totalmente restaurado.";2025-04-01T16:06:38.613;2025-04-11T15:30:00;2025-04-28T23:00:00;;"CLP";0;0
3439-12-LE25;"CUBRE CASCOS DE GOMA PARA CABALLARES Y ZAPATOS PARA CANES";"DIRECCION DE LOGISTICA DE CARABINEROS";"61.938.500-4";"Depto.Fomento Equino L4";"Teatinos 20, oficina 67, Santiago";"Santiago";"Región Metropolitana de Santiago";"LE";"Cerrada";"CONTAR CON ELEMENTOS DE PROTECCIÓN PARA CANES Y CABALLARES QUE REALIZAN SERVICIOS POLICIALES.";2025-04-01T17:08:36.357;2025-04-11T15:30:00;2025-05-05T18:00:00;;"CLP";0;0
2490-24-LP25;"CONSERVACION PASEO LAS PALMAS";"I MUNICIPALIDAD DE PROVIDENCIA";"69.070.300-9";"Dirección de Secpla";"Pedro Valdivia N°963";"Providencia";"Región Metropolitana de Santiago";"LP";"Cerrada";"La Municipalidad de Providencia, requiere contratar la ejecución de las obras denominadas “CONSERVACION PASEO LAS PALMAS”, este proyecto tiene como propósito garantizar la funcionalidad, seguridad y estética del Paseo Las Palmas, ubicado en la intersección de Av. Providencia y Ricardo Lyon, mediante la reparación y mantenimiento integral de su techumbre y sistema de evacuación de aguas lluvias. Este proceso buscará eliminar los riesgos de corrosión en las estructuras metálicas, optimizar la evacuación eficiente del agua y restaurar la infraestructura del drenaje, con el fin de prevenir inundaciones, proteger la infraestructura pública y mejorar la experiencia de los usuarios, contribuyendo a la preservación y embellecimiento de este importante espacio público. Las condiciones especiales de la presente licitación y las características y detalles de la ejecución de las obras, serán las indicadas en las Bases Administrativas Generales de obra (según Decreto EX. N°1331/2024 que las contiene), en estas Bases Administrativas Especiales, en las Especificaciones Técnicas y demás antecedentes que integren el presente proceso licitatorio, todos las cuales serán publicadas a través de la plataforma del Portal Mercado Público www.mercadopublico.cl en adelante el Portal.";2025-03-13T20:06:00;2025-04-11T15:30:00;2025-05-26T20:00:00;90000000;"CLP";0;0
514848-16-LE25;"contrato de suministro servicio de control de plag";"I MUNICIPALIDAD DE LAUTARO";"69.190.100-9";"Educacion";"MANUEL RODRIGUEZ N° 850";"Lautaro";"Región de la Araucanía";"LE";"Cerrada";"1.	La importancia de contar con un “contrato de suministro servicio de control de plagas” para el mantenimiento e higiene de las diferentes unidades Educativas dependientes del D.A.E.M. 2.	La necesidad de contar con un servicio de “contrato de suministro servicio de control de plagas” para el buen funcionamiento de las diferentes unidades Educativas dependientes del Departamento de Educación Municipal de Lautaro. 3.	Que se hace necesario resguardar las funciones que se desarrollan con el objetivo de asegurar la integridad, seguridad y tranquilidad de los funcionarios, requiriendo para esto medidas extraordinarias a la protección del personal 4.	Que, el servicio público mandante se encuentra facultado para efectuar licitación o propuesta pública en amparo a las disposiciones de la ya citada Ley 19.886. por consiguiente, mediante el presente acto aprobatorio se autorizan las Bases Administrativas elaboradas y que contienen los requerimientos para contratar los servicios. 5.	Las normativas legales vigentes contenidas en la Ley de Compras públicas y su Reglamento bajo las cuales se rige el proceso de licitación pública, de libre concurrencia e igualdad ante las bases a los cuales se someten los participantes, bajo entera responsabilidad y asumidos ser conocedores de los requerimientos. 6.	Que, en virtud de lo solicitado, la unidad de Finanzas certificó, mediante certificado de disponibilidad presupuestaria N° 113 y N° 114 de fecha 05.03.2025 que el requerimiento cuenta con disponibilidad presupuestaria para su ejecución. 7.	 Que habiéndose revisado previamente los convenio marcos respectivos no se encuentra el producto y servicio asociado, por lo tanto, se hace necesario el llamado a licitación pública de la presente contratación.";2025-04-03T12:33:00;2025-04-11T15:11:00;2025-04-15T15:12:00;;"CLP";0;0
2446-72-LE25;"HABILITACIÓN PISOS 3 Y 4 EDIFICIO ALDUNATE DIDECO";"I MUNICIPALIDAD DE COQUIMBO";"69.040.300-5";"IMUNI_COQUIMBO";"BILBAO 348";"Coquimbo";"Región de Coquimbo";"LE";"Cerrada";"La Municipalidad de Coquimbo se encuentra trabajando en mejorar las condiciones laborales de los funcionarios, es por ello que nace la necesidad de implementar espacios de trabajos cómodos, tanto para los trabajadores como para los usuarios, por lo anterior las dependencias de la Dirección de Desarrollo Comunitario, ubicadas en calle Aldunate N°840, pisos 3 y 4, en la comuna de Coquimbo, requiere mejoramientos los cuales consisten en la provisión e instalación de puertas, ventanas y quincallería al interior de estas oficinas, con el fin de separar las dependencias en sus distintas unidades, y que además provea de cierto grado de privacidad en cada una de ellas. La empresa adjudicada deberá ejecutar el proyecto que se encomiendan con total cumplimiento a lo dispuesto en las especificaciones técnicas, los planos, las presentes bases y todos los documentos relacionados al presente proyecto, considerando parte integrante de la obra, la entrega de todos los planos finales, documentos y certificaciones correspondientes por parte del contratista.";2025-03-28T16:02:33.337;2025-04-11T15:30:00;2025-05-12T17:30:00;8189342;"CLP";0;0
1197594-6-LE25;"CONVENIO SUMINISTRO COMBUSTIBLE EJEC. PROYECTOS";"I MUNICIPALIDAD DE COCHRANE";"69.254.500-1";"SECPLA";"ESMERALDA 398";"Cochrane";"Región Aysén del General Carlos Ibáñez del Campo";"LE";"Cerrada";"La necesidad de la Ilustre Municipalidad de Cochrane para contratar convenio de suministro de combustible para la ejecución de proyectos FRIL “CONSTRUCCION ACCESO PEATONAL ESTE CERRO DE LA CRUZ, COCHRANE”, “CONSTRUCCION VEREDA SUR Y BOLARDOS CALLE RIO EL SALTO, COCHRANE”, “REPOSICION Y CONSTRUCCION VEREDAS SECTOR ESTE, COCHRANE”, “CONSTRUCCION Y REPAVIMENTACIÓN VEREDAS EN DIVERSOS SECTORES”, “CONSTRUCCION Y REPAVIMENTACION POBLACIÓN VUELO PATAGON Y NUEVO HORIZONTE”.";2025-04-04T15:31:11.737;2025-04-11T15:11:00;2025-04-17T15:12:00;;"CLP";0;0
2730-27-LE25;"REPUESTOS PARA TRACTOR MARCA CASE II  Y CAMIONES";"I MUNICIPALIDAD DE CASTRO";"69.230.400-4";"ILUSTRE MUNICIPALIDAD DE CASTRO";"BLANCO  N°273 -Bodega interior.";"Castro";"Región de los Lagos";"LE";"Cerrada";"La necesidad  adquirir repuestos para la reparación de tractor desmalezador marca CASE II y camiones  Volkswagen y Mercedes Benz.";2025-04-04T12:55:50.117;2025-04-11T15:04:00;2025-05-15T18:36:00;9500000;"CLP";0;0
1260057-10-LQ25;"ADQUISCIÓN DE CAPSULAS PARA SEDIMENTO CINTAS DE ORINA Y COMODATO PARA EL HOSPITAL DE PEÑAFLOR";"SERVICIO NACIONAL DE SALUD HOSPITAL DE P";"61.602.121-4";"Bienes y Servicios";"";"";"Región Metropolitana de Santiago";"LQ";"Cerrada";"La entidad tiene la necesidad de adquirir el Suministro de Capsulas Para Sedimento, Cintas de Orinas y Comodato para entregar una prestación de salud integral y oportuna a los usuarios del Hospital de Peñaflor";2025-03-31T17:20:18.303;2025-04-11T15:01:00;2025-05-05T18:00:00;;"CLP";0;0
1561-5-LE25;"Servicio de mantención y recarga de extintores";"DIRECCION GENERAL DEL CREDITO PRENDARIO";"61.504.000-2";"Dirección General";"dicreprecepcion@custodium.com";"Santiago";"Región Metropolitana de Santiago";"LE";"Cerrada";"Contratación del Servicio de Mantención y Recarga de Extintores para la Dirección General del Crédito Prendario por líneas";2025-03-27T15:50:38.97;2025-04-11T15:01:00;2025-06-03T18:00:00;;"CLP";0;0
538598-8-LE25;"Serv. de emisión de licencias médicas electrónicas";"HOSPITAL METROPOLITANO DE SANTIAGO";"61.979.450-8";"ABASTECIMIENTO";"AVENIDA HOLANDA #60";"Providencia";"Región Metropolitana de Santiago";"LE";"Cerrada";"Servicio de emisión de licencias médicas electrónicas y autenticación de pacientes para el Hospital metropolitano por 24 meses.";2025-04-01T13:12:54.243;2025-04-11T15:01:00;2025-05-13T16:00:00;;"CLP";0;0
5586-42-LE25;"BC PROVISIÓN E INSTALACIÓN DE INVERNADEROS EN LA COMUNA DE ANGOL";"UNIVERSIDAD DE LA FRONTERA";"87.912.900-1";"Universidad de la Frontera";"AVENIDA FRANCISCO SALAZAR 1145";"Temuco";"Región de la Araucanía";"LE";"Cerrada";"PROVISIÓN E INSTALACIÓN DE INVERNADEROS EN LA COMUNA DE ANGOL";2025-04-02T12:42:14.33;2025-04-11T15:00:00;2025-05-11T19:00:00;;"CLP";0;0
3335-38-LE25;"“CONVENIO SUMINISTRO FUMIGACIÓN Y DESRATIZACIÓN PARA ESTABLECIMIENTOS EDUCACIONALES D.A.E.M. JARDINES INFANTILES V.T.F. Y DEPARTAMENTO ADMINISTRATIVO DE EDUCACIÓN MUNICIPAL LA UNIÓN – AÑO 2025”.";"I MUNICIPALIDAD DE LA UNION";"69.200.800-6";"Departamento de Educación";"ARTURO PRAT N° 369";"La Unión";"Región de Los Ríos";"LE";"Cerrada";"“CONVENIO SUMINISTRO FUMIGACIÓN Y DESRATIZACIÓN PARA ESTABLECIMIENTOS EDUCACIONALES D.A.E.M. JARDINES INFANTILES V.T.F. Y DEPARTAMENTO ADMINISTRATIVO DE EDUCACIÓN MUNICIPAL LA UNIÓN – AÑO 2025”.";2025-04-02T16:21:54.5;2025-04-11T15:12:00;2025-04-21T15:13:00;15000000;"CLP";0;0
1057544-101-LE25;"Compra por Suministro de Insumos Clínicos Cirugía Cardiaca";"SERVICIO DE SALUD DE TALCAHUANO HOSPITAL";"61.607.202-1";"Bienes y Servicios";"Alto Horno 777 - Higueras";"Talcahuano";"Región del Biobío";"LE";"Cerrada";"Comprar y contar para su gestión con suministro de insumos clínicos para la realización de procedimientos, solicitados por la Sub Unidad de Cirugía Cardiaca";2025-04-01T11:54:20.583;2025-04-11T15:00:00;2025-05-09T17:00:00;65000000;"CLP";0;0
1057490-18-LE25;"ADQUISICION SEPARADORES LEYLA";"Instituto de Neurocirugía";"61.608.407-0";"Bienes y Servicios";"Bienes y Servicios";"Providencia";"Región Metropolitana de Santiago";"LE";"Cerrada";"Que en el marco de cumplir la labor asistencial, la Subdirección de Operaciones requiere adquirir Separadores Leyla para el Servicio de Pabellón del Instituto de Neurocirugía";2025-03-31T09:45:35.86;2025-04-11T15:06:00;2025-06-03T15:07:00;;"CLP";0;0
2335-25-LE25;"INSUMOS CLINICOS OP 132-133-135";"I MUNICIPALIDAD DE LINARES";"69.130.301-2";"ADQUISICIONES SALUD";"VALENTIN LETELIER 587";"Linares";"Región del Maule";"LE";"Cerrada";"LAS NECESIDADES DEL DEPTO DE SALUD EN LA COMPRA DE INSUMOS CLINICOS PARA BODEGA FARMACIA Y SU POSTERIOR DISTRIBUCION A SUS DIFERENTES ESTABLECIMIENTOS DE SALUD, SEGUN LO SOLICITADO EN ORDENES DE PEDIDO Nª 132/133/135.";2025-04-03T11:16:25.19;2025-04-11T15:00:00;2025-05-15T15:07:00;18390000;"CLP";0;0
2111-47-LE25;"SERVICIO DE FACTURACION ELECTRONICA PARA EL HUAP";"HOSPITAL DE URGENCIA ASISTENCIA PUBLICA DR ALEJANDRO DEL RIO";"61.608.602-2";"Hospital de Urgencia Asistencia Pública";"Curico N°345 Bodega Central";"Santiago";"Región Metropolitana de Santiago";"LE";"Cerrada";"El Hospital de Urgencia Asistencia Pública requiere contratar un SERVICIO DE FACTURACIÓN ELECTRÓNICA PARA EL HUAP por 24 meses, a fin de  Renovar y potenciar la Facturación electrónica. Se requiere para generar los servicios de gestión de ventas, recepción y almacenamiento de documentos de facturación electrónica.";2025-04-01T10:44:11.177;2025-04-11T15:00:00;2025-05-14T18:00:00;;"CLP";0;0
1233623-4-LE25;"CONTRATACIÓN DE SEGUROS PARA VEHICULOS";"Servicio Local de Educación Pública Licancabur";"61.980.920-3";"Servicio Local de Educación Pública Licancabur";"Av. Chorrillos nº1631 comuna de Calama";"Calama";"Región de Antofagasta";"LE";"Cerrada";"Conforme a la Ley de Compras Públicas 19.886 y sus modificaciones, y, el Decreto 661 que fija su reglamento, el Servicio Local de Educación Pública Licancabur, llama a licitación pública a personas naturales o jurídicas, empresas o proveedores del rubro, o unión temporal de proveedores, para contratar “SEGUROS PARA VEHICULOS PERTENECIENTES AL SERVICIO LOCAL DE EDUCACIÓN PÚBLICA LICANCABUR”, con el objetivo  de cumplir con la normativa vigente y el resguardo del patrimonio fiscal  para el normal funcionamiento de los establecimientos educacionales y oficinas del Servicio Local de Educación Pública de Licancabur.";2025-03-28T15:57:32.503;2025-04-11T15:00:00;2025-05-01T17:30:00;;"CLP";0;0
1040782-1-LE25;"186 - Proyecto habilitación eléctrica datos telefonía e iluminación nuevas dependencias Servel Dirección Regional de Ñuble";"SERVICIO ELECTORAL";"60.504.000-4";"XVI Ñuble";"Esmeralda N°340 piso 11 ala sur, Iquique";"Iquique";"Región del Ñuble";"LE";"Cerrada";"El presente llamado a licitación pública tiene como finalidad proveer al Servicio Electoral (SERVEL) la habilitación de las nuevas oficinas de la Dirección Regional de Ñuble, ubicadas en Carrera N° 460, Chillán. Este servicio busca mejorar la calidad y accesibilidad de la atención a la ciudadanía, así como optimizar las condiciones laborales del personal. Todo ello deberá realizarse conforme a los estándares, terminaciones y especificaciones técnicas previamente definidos por SERVEL en el presente proceso licitatorio.";2025-04-01T11:25:31.177;2025-04-11T15:00:00;2025-04-30T17:00:00;22000000;"CLP";0;0
411-20-LE25;"Servicio de Producción alimentación e implementación OLIMPIADAS DEPORTIVAS 2025";"ILUSTRE MUNICIPALIDAD DE ALTO DEL CARMEN";"69.251.900-0";"Departamento Finanzas - D.A.F";"Padre Alonso García s/n  Alto del Carmen";"Alto Del Carmen";"Región de Atacama";"LE";"Cerrada";"Proyecto “OLIMPIADAS DEPORTIVAS RECREATIVAS 2025, ALTO DEL CARMEN” en el marco del PROGRAMA 2025 CONCURSO GLOSA 07, LEY N° 21.722 FNDR AÑO 2025, Comuna Alto del Carmen, Según documentos adjuntos.";2025-04-04T16:30:22.48;2025-04-11T15:00:00;2025-04-14T17:00:00;28500000;"CLP";0;0
2981-46-LE25;"TABLET";"POLICIA DE INVESTIGACIONES DE CHILE";"60.506.000-5";"DEPARTAMENTO ADMINISTRATIVO";"GENERAL MACKENNA  1370, Secc. Almacenes";"Santiago Centro";"Región Metropolitana de Santiago";"LE";"Cerrada";"ADQUISICION DE TABLET TIPO IPAD PRO PARA JENATID";2025-04-01T15:23:20.247;2025-04-11T15:00:00;2025-04-28T19:00:00;21000000;"CLP";0;0
1380-81-LQ25;"PPTA 135-25 ADQ DE LANREOTIDA";"HOSPITAL DOCTOR HERNAN HENRIQUEZ ARAVENA";"61.602.232-6";"HOSPITAL DOCTOR HERNAN HENRIQUEZ ARAVENA";"Manuel Montt 115";"Temuco";"Región de la Araucanía";"LQ";"Cerrada";"Estas Bases de Licitación orientan, fijan y determinan las normas y procedimientos por las que deben regirse las Personas Naturales y Jurídicas interesadas en participar en el llamado a Propuesta Pública para la ADQUISICIÓN DE LANREOTIDA, para pacientes del Hospital Dr. Hernán Henríquez Aravena, en adelante: “El Hospital”. Las presentes Bases se refieren a las condiciones y características Técnicas requeridas para la “ADQUISICIÓN DE LANREOTIDA”, en adelante “El Medicamento”, por una vigencia de veinticuatro 24 meses";2025-03-20T11:03:00;2025-04-11T15:00:00;2025-07-10T17:00:00;288107328;"CLP";0;0
1305527-3-LE25;"Software Administración y Gestión de Activo Fijo";"SERVICIO LOCAL DE EDUCACIÓN PÚBLICA DEL PINO";"61.981.090-2";"SLEP Del Pino 01";"Bulnes 984";"San Bernardo";"Región Metropolitana de Santiago";"LE";"Cerrada";"El SLEP requiere contratar “Sistema Informático de Administración y Gestión de Activo Fijo”, con la finalidad de administrar y gestionar de forma integral todos los activos del Servicio Local.";2025-03-25T17:57:00;2025-04-11T15:00:00;2025-05-26T18:00:00;30000000;"CLP";0;0
407-47-LE25;"MANTENIMIENTO PREVENTIVO Y REPARATIVO SIN REPUESTOS PARA EQUIPO DE RX PORTÁTIL DE IMAGENOLOGÍA";"HOSPITAL GUILLERMO GRANT BENAVENTE DE CO";"61.602.189-3";"Hospital HGGB Operaciones";"San Martín 1436 Concepcion";"Santiago";"Región del Biobío";"LE";"Cerrada";"El HGGB necesita contar con el servicio de Mantenimiento Preventivo y Reparativo sin repuestos para equipo de Rx Portátil de Imagenología, por un periodo de 24 meses. Solicitado por Profesional Departamento Equipos Médicos mediante requerimiento S-COM 15731 de fecha 20.03.2025";2025-04-01T17:42:19.197;2025-04-11T15:00:00;2025-06-11T17:00:00;;"CLP";0;0
898-55-LE25;"SERV CONFECCIONREPARACION Y MARCADO DE PRESDAS HOSPITALARIAS";"SERVICIO DE SALUD VALPARAISO SAN ANTONIO";"61.602.126-5";"HOSPITAL CLAUDIO VICUNA";"Carmen Guerrero N° 945";"San Antonio";"Región de Valparaíso";"LE";"Cerrada";"SERV CONFECCIONREPARACION Y MARCADO DE PRESDAS HOSPITALARIAS";2025-04-01T16:48:59.09;2025-04-11T15:00:00;2025-05-12T15:00:00;53000000;"CLP";0;0
662237-9-LE25;"Servicio de Transporte Privado de Pasajeros";"SERVICIO NACIONAL PARA LA PREVENCION Y REHABILITACION DEL CONSUMO DE D";"61.980.170-9";"SENDA NACIONAL";"Agustinas 1235, piso 9";"Santiago Centro";"Región Metropolitana de Santiago";"LE";"Cerrada";"El Servicio Nacional para la Prevención y Rehabilitación del Consumo de Drogas y Alcohol, en adelante SENDA, llama a Licitación Pública para la contratación de un servicio de “Transporte privado de pasajeros y taxi ejecutivo para los años 2025-2027”.";2025-04-01T15:19:23.193;2025-04-11T15:00:00;2025-05-06T20:00:00;12000000;"CLP";0;0
1423921-2-LQ25;"Servicio de Vigilancia Provincia de Punilla - SC";"MINISTERIO DE OBRAS PUBLICAS DIREC CION GRAL DE OO PP DCYF";"61.202.000-0";"Dirección de Vialidad - Región XVI - Punilla";"";"";"Región del Ñuble";"LQ";"Cerrada";"La Dirección de Vialidad, necesita contratar Servicio de Vigilancia y Custodia de Maquinarias, Equipos y Vehículos pesados para la cuadrilla de Administración Directa en Recinto Fiscal en la oficina Provincial de Punilla, Ruta N-31 km. 1,1, comuna de San Carlos, Región de Ñuble.";2025-03-27T12:35:08.547;2025-04-11T15:00:00;2025-05-12T18:00:00;150000000;"CLP";0;0
1939-6-LE25;"Adq. transp.y descarga de tubos corrugados HDPE";"MINISTERIO DE OBRAS PUBLICAS DIREC CION GRAL DE OO PP DCYF";"61.202.000-0";"Dirección de Vialidad - RM - Provincia de Melipilla";"Libertad 848";"Melipilla";"Región Metropolitana de Santiago";"LE";"Cerrada";"La Dirección de Vialidad Provincia de Melipilla, solicita ofertas para la “Adquisición, transporte y descarga de 360 ml de tubería corrugadas de polietileno de alta densidad HDPE para ser utilizados en faenas de conservación en los distintos caminos de la Red Vial Provincial, Provincia de Melipilla, Región Metropolitana”, conforme a los requerimientos administrativos y técnicos descritos en las presentes Bases de Licitación.";2025-04-01T09:21:00;2025-04-11T15:00:00;2025-04-28T20:00:00;;"CLP";0;0
3335-39-LE25;"ADQUISICIÓN E INSTALACIÓN DE JUEGOS RECREATIVOS PARA ESCUELA RURAL PUERTO NUEVO ORD. N°16 LEY SEP";"I MUNICIPALIDAD DE LA UNION";"69.200.800-6";"Departamento de Educación";"ARTURO PRAT N° 369";"La Unión";"Región de Los Ríos";"LE";"Cerrada";"ADQUISICIÓN E INSTALACIÓN DE JUEGOS RECREATIVOS PARA ESCUELA RURAL PUERTO NUEVO ORD. N°16 LEY SEP";2025-04-04T16:09:54.94;2025-04-11T15:00:00;2025-04-25T17:30:00;9000000;"CLP";0;0
1020-26-LP25;"HH Soporte Alfresco Redhat Linux Redhat Openshift";"MINISTERIO DE OBRAS PUBLICAS DIREC CION GRAL DE OO PP DCYF";"61.202.000-0";"MOP Subsecretaría";"";"";"Región Metropolitana de Santiago";"LP";"Cerrada";"Disponer de un servicio de soporte avanzado en infraestructura plataformas Alfresco, Redhat Linux, y Redhat Openshift, a través de la contratación de HH de especialistas para garantizar la continuidad operacional de la infraestructura del MOP  cumplir con las Políticas de Seguridad de la Información del MOP y entregar SLA acordes a las necesidades del MOP.";2025-03-20T14:06:00;2025-04-11T15:00:00;2025-06-10T17:00:00;129672000;"CLP";0;0
2287-15-LE25;"SERV.DE ARRIENDO Y MANTEN.EQU.PSICOMETRICO Y SENSO";"ILUSTRE MUNICIPALIDAD DE MACUL";"69.253.700-9";"ILUSTRE MUNICIPALIDAD DE MACUL";"AVENIDA QUILIN # 3248";"Macul";"Región Metropolitana de Santiago";"LE";"Cerrada";"SEGUN DECRETO ALCALDICIO 5252025 28.03.2025 QUE APRUEBA BASES ADMINISTRATIVAS GENERALES, ESPECIALES Y TECNICAS PARA SERVICIO DE ARRIENDO Y MANTENCIÓN PREVENTIVA, CORRECTIVA Y SOPORTE INFORMÁTICO DE DOS EQUIPOS, PSICOTÉCNICO Y SENSOMÉTRICO PARA EL DEPARTAMENTO DE LICENCIAS DE CONDUCIR DE LA MUNICIPALIDAD DE MACUL.";2025-04-01T10:32:10.487;2025-04-11T15:00:00;2025-05-31T19:00:00;;"CLP";0;0
1057430-23-LE25;"Convenio Mantención Equipos de aire acondicionado";"SERVICIO NACIONAL DE SALUD HOSPITAL DE LOTA";"61.602.203-2";"Bienes y Servicios";"Carrera 702 Lota";"Lota";"Región del Biobío";"LE";"Cerrada";"Las presentes Bases Especiales y documentación anexada tiene por objeto regular los procedimientos de: Licitación Pública, Apertura, Evaluación, Adjudicación, Ejecución, Recepción y Puestas en Marcha del contrato respectivo motivo de la presente Licitación. Se requiere contar con un Convenio de Mantención preventiva, correctiva y reparativa de Equipos de Aire Acondicionado del Hospital de Lota, de acuerdo a requerimientos especificados en las Bases Administrativas y Técnicas de la presente Licitación. Se pretende obtener la mejor calidad y oportunidad en los servicios antes mencionado a un precio conveniente con el fin de dar atención a beneficiarios del sistema público de salud de acuerdo a protocolos técnicos y administrativos establecidos por el Hospital.";2025-04-01T11:37:33.93;2025-04-11T15:00:00;2025-06-09T18:00:00;;"CLP";0;0
4733-13-LE25;"Mobiliario Biblioteca Pública 150 Guaitecas";"I MUNICIPALIDAD DE LAS GUAITECAS";"69.253.300-3";"I MUNICIPALIDAD DE LAS GUAITECAS";"Avda. Aeropuerto S/N";"Las Guaitecas";"Región Aysén del General Carlos Ibáñez del Campo";"LE";"Cerrada";"Se requiere la contratación para la adquisición de Mobiliario destinado a Biblioteca Pública N°150 de la comuna de Guaitecas, por la línea de financiamiento del Programa de Mejoramiento Integral de Bibliotecas Públicas, versión año 2024, del Servicio Nacional del Patrimonio Cultural. Con despacho a la comuna de Guaitecas, localidad Melinka.";2025-04-02T10:21:24.61;2025-04-11T15:00:00;2025-04-22T17:30:00;;"CLP";0;0
3506-33-LP25;"SECOPLAN MEJORAMIENTO MULTICANCHA LAZARETO TOCOPILLA";"I MUNICIPALIDAD DE TOCOPILLA";"69.020.100-3";"UNIDAD DE ADQUISICIONES";"ANIBAL PINTO  1305";"Tocopilla";"Región de Antofagasta";"LP";"Cerrada";"MEJORAMIENTO MULTICANCHA LAZARETO, TOCOPILLA";2025-03-19T09:25:46.497;2025-04-11T15:00:00;2025-04-15T15:30:00;96403024;"CLP";0;0
4858-31-LP25;"ADQUISICIÓN E INSTALACIÓN SOLUCION MODULAR";"I MUNICIPALIDAD DE TIRUA";"69.160.700-3";"Finanzas";"Avenida Costanera 080, Tirua";"Tirúa";"Región del Biobío";"LP";"Cerrada";"La Municipalidad de Tirúa invita a participar a los proveedores inscritos en el portal mercado público, para la presentación de ofertas para la adquisición del servicio “Adquisición e instalación solución modular de emergencia jardín infantil Quidico, conforme a las exigencias de las presentes Bases Administrativas, especificaciones técnicas, aclaraciones y Anexos.";2025-03-21T19:47:22.493;2025-04-11T15:00:00;2025-05-09T17:43:00;;"CLP";0;0
847-14-LE25;"RRFF - SERVICIO DE GUARDIAS DE SEGURIDAD SC 57.148";"JUNTA NACIONAL DE JARDINES         INFANTILES";"70.072.600-2";"Junji - V Región";"Calle ALVAREZ 646, TERCER PISO, EDIFICIO ALCAZAR";"Viña del Mar";"Región de Valparaíso";"LE";"Cerrada";"La Junta Nacional de Jardines Infantiles, JUNJI, a través de la Subdirección de Recursos Financieros, requiere la contratación del “SERVICIO DE GUARDIAS PARA JARDIN INFANTIL DE LA JUNTA NACIONAL DE JARDINES INFANTILES REGIÓN DE VALPARAÍSO”.";2025-04-01T16:12:42.51;2025-04-11T15:00:00;2025-04-28T18:30:00;;"CLP";0;0
1040782-2-LE25;"185 - Proyecto habilitación de nuevas oficinas Dirección Regional Ñuble";"SERVICIO ELECTORAL";"60.504.000-4";"XVI Ñuble";"Esmeralda N°340 piso 11 ala sur, Iquique";"Iquique";"Región del Ñuble";"LE";"Cerrada";"El presente llamado a licitación pública tiene como finalidad proveer al Servicio Electoral (SERVEL) la habilitación de las nuevas oficinas de la Dirección Regional de Ñuble, ubicadas en Carrera N° 460, Chillán. Este servicio busca mejorar la calidad y accesibilidad de la atención a la ciudadanía, así como optimizar las condiciones laborales del personal. Todo ello deberá realizarse conforme a los estándares, terminaciones y especificaciones técnicas previamente definidos por SERVEL en el presente proceso licitatorio.";2025-04-01T16:54:06.41;2025-04-11T15:00:00;2025-04-30T17:00:00;25000000;"CLP";0;0
657-1-LP25;"FTO FSEV-CNT 60 VIVIENDAS CMTÉS. CHILCOS  Y ADONAY";"SERVICIO DE VIVIENDA Y URBANIZACION XI REGION";"61.823.000-7";"SERVIU XI REGION";"RAMON FREIRE Nº 5";"Coyhaique";"Región Aysén del General Carlos Ibáñez del Campo";"LP";"Cerrada";"Servicios de fiscalización técnica de Obras FTO de proyectos habitacionales correspondientes a la modalidad Construcción en Nuevos Terrenos del DS. N°49, V. y U., de 2011.   PROYECTOS FSEV-CNT 60 VIVIENDAS COMITÉ CHILCOS DE LA PATAGONIA, 48 VIVIENDAS COMITÉ ADONAY, COYHAIQUE COMUNA DE COYHAIQUE”";2025-03-12T11:56:03.48;2025-04-11T15:00:00;2025-04-16T15:01:00;;"CLF";0;0
3880-30-LP25;"PROYECTO CIERRE PREDIAL CLUBES DEPORTIVOS";"I MUNICIPALIDAD DE MAULE";"69.110.900-3";"Municipalidad de Maule";"Balmaceda 350";"Maule";"Región del Maule";"LP";"Cerrada";"PROYECTO CIERRE PREDIAL CLUBES DEPORTIVOS CARLOS IBÁÑEZ Y El MIRADOR, COMUNA DE MAULE. SEGUN BASES ESPECIALES Y OTROS ADJUNTOS";2025-03-20T09:55:00;2025-04-11T15:00:00;2025-05-12T15:00:00;94432000;"CLP";0;0
3073-12-LP25;"Crucero CIMAR 30 Norte. Completar Formularios adj";"DIRECCION DE ABASTECIMIENTO DE LA ARMADA";"61.102.015-5";"SERVICIO HIDROGRAFICO Y OCEANOGRAFICO";"ERRAZURIZ 254 PLAYA ANCHA";"Valparaíso";"Región de Valparaíso";"LP";"Cerrada";"Necesidad del Servicio.";2025-03-10T14:21:00;2025-04-11T15:00:00;2025-05-16T16:00:00;130000000;"CLP";0;0
