codigo;nombre;institucion_nombre;institucion_rut;unidad;direccion;comuna;region;tipo;estado;descripcion;fecha_inicio;fecha_final;fecha_adjudicacion;monto_estimado;unidad_monetaria;proveedores_participantes;adjudicados
5178-11-LQ25;"MANT.Y REP. EN GENERAL FACMED Y CAMPUS";"UNIVERSIDAD DE CHILE";"60.910.000-1";"UCHILE  Facultad Medicina (5178)";"";"";"Región Metropolitana de Santiago";"LQ";"Publicada";"GENERAR UN CONTRATO ESPECIALIZADO PARA DAR SOLUCIONES A CONSTRUCCIONES O MEJORAS PARA LA FACULTAD DE MEDICINA";2025-04-21T11:23:30.59;2025-05-12T16:00:00;2025-07-17T16:23:00;200000000;"CLP";0;0
948354-50-LP25;"ADQUISICIÓN DE LICENCIA DE CIBERSEGURIDAD CON ADMINISTRACIÓN Y SOPORTE PARA EL HOSPITAL DIPRECA";"FONDO HOSPITAL DE LA DIRECCION DE PREVISION DE CARABINEROS DE CHILE";"61.513.003-6";"Unidad de Compra de Bienes y Servicios";"Avenida Vital Apoquindo N° 1200";"Las Condes";"Región Metropolitana de Santiago";"LP";"Publicada";"El Hospital de la Dirección de Previsión de Carabineros de Chile, ubicado en Vital Apoquindo N°1.200, Comuna de Las Condes, Región Metropolitana, en adelante “EL HOSPITAL”, llama a licitación pública para la Adquisición de Licencia de Ciberseguridad con Administración y Soporte, en adelante “EL BIEN” para el referido Centro Asistencial, cuyas características y requisitos técnicos constan en las Bases Administrativas y Técnicas de esta Licitación con sus respectivos anexos.";2025-04-21T11:35:13.55;2025-05-02T16:00:00;2025-07-08T18:00:00;116000000;"CLP";0;0
1075963-165-LE25;"ADQUISICIÓN DE DETERGENTE ENZIMÁTICO Y MASKING TAPE CLÍNICO";"SERVICIO DE SALUD ARICA HOSP DR JUAN NOE CREVANI";"61.606.001-5";"Hospital Juan Noé";"18 DE SEPTIEMBRE #1000, ARICA.";"Santiago";"Región de Arica y Parinacota";"LE";"Publicada";"convenio de suministros por 36 meses para esterilización.-";2025-04-21T10:59:18.577;2025-05-02T16:03:00;2025-09-02T10:04:00;;"CLP";0;0
2427-16-LE25;"SERVICIO DE MANTENCIÓN PREVENTIVA Y CORRECTIVA PARA GABINETES PSICOTECNICOS LICENCIA DE CONDUCIR";"I MUNICIPALIDAD DE VALPARAISO";"69.060.900-2";"ABASTECIMIENTO";"AVDA.ARGENTINA 864 DEPARTAMENTO CONTABILIDAD.";"Valparaíso";"Región de Valparaíso";"LE";"Publicada";"Pedido Nº 19, Departamento de Licencia de Conducir";2025-04-21T11:09:48.383;2025-05-02T15:30:00;2025-06-16T18:30:00;10010000;"CLP";0;0
2483-96-LE25;"“ADQUISICIÓN DE MESAS QUIRÚRGICAS PARA LOS CENTROS DEL DEPARTAMENTO DE HIGIENE AMBIENTAL";"I MUNICIPALIDAD DE QUILICURA";"69.071.300-4";"DEPARTAMENTO COMPRAS PÚBLICAS";"";"";"Región Metropolitana de Santiago";"LE";"Publicada";"“ADQUISICIÓN DE MESAS QUIRÚRGICAS PARA LOS CENTROS DEL DEPARTAMENTO DE HIGIENE AMBIENTAL DECRETO ALCALDICIO E. Nº: SECMUN-01507/2025 APRUEBA BB.AA";2025-04-21T11:04:14.843;2025-05-02T15:05:00;2025-06-30T18:00:00;;"CLP";0;0
4484-10-LE25;"EXAMENES DE IMAGEN POR PROG. IMAGENES DIAGNOSTICAS";"I MUNICIPALIDAD DE TIERRA AMARILLA";"69.030.400-7";"Departamento de Salud";"LORENZO JOFRE SN, DEPTO SALUD - EDIFICIO VERDE";"Tierra Amarilla";"Región de Atacama";"LE";"Publicada";"SE REQUIERE LA ADQUISICIÓN DEL SERVICIO DE EXAMENES DE IMÁGEN POR PROGRAMA IMAGENES DIAGNÓSTICAS EN APS AÑO 2025.";2025-04-21T10:59:40.447;2025-05-05T15:01:00;2025-06-05T15:02:00;;"CLP";0;0
3668-14-H225;"CONSTRUCCIÓN VEREDAS E ILUMINACIÓN EN DIVERSOS SECTORES DE LA COMUNA DE CALERA DE TANGO";"I MUNICIPALIDAD DE CALERA DE TANGO";"69.072.800-1";"Secretaria De Planificacion";"Av. Calera de Tango 345";"Calera De Tango";"Región Metropolitana de Santiago";"H2";"Publicada";"Se licita solo la línea 1“Construcción Vereda e Iluminación Av. Lonquén Norte Paradero 12 al 14, Calera de Tango”, Código BIP 40063302-0. ESTA LÍNEA QUEDÓ DESIERTA EN EL PRIMER LLAMADO";2025-04-21T10:47:03.007;2025-05-23T09:30:00;2025-06-23T19:00:00;;"CLP";0;0
407-46-LE25;"MANTENIMIENTO PREVENTIVO Y REPARATIVO SIN REPUESTOS PARA ECÓGRAFOS";"HOSPITAL GUILLERMO GRANT BENAVENTE DE CO";"61.602.189-3";"Hospital HGGB Operaciones";"San Martín 1436 Concepcion";"Santiago";"Región del Biobío";"LE";"Publicada";"El HBB necesita contar con el servicio de Mantenimiento Preventivo y Reparativo sin repuestos para Ecógrafos pertenecientes a diferentes servicios, por un periodo de 24 meses. Solicitado por Profesional Departamento Equipos Médicos en requerimiento S-COM 15781 de fecha 20.03.2025";2025-04-21T10:10:49.6;2025-05-02T15:30:00;2025-07-02T17:00:00;;"CLP";0;0
1057415-18-LR25;"SERVICIO DE ASEO PARA EL HOSPITAL DE NACIMIENTO";"SERVICIO SALUD BIO BIO HOSPITAL NACIMIENTO";"61.602.220-2";"Bienes y Servicios";"Avenida Julio Hemmelmann N°711";"Nacimiento";"Región del Biobío";"LR";"Publicada";"El Hospital Familiar y Comunitario de Nacimiento realiza el presente llamado a licitación para contratar los servicios de aseo y limpieza para sus dependencias, en consideración a requerimiento presentado por la Unidad de Servicios Generales en solicitud de adquisiciones HFCN35328, por 18 meses.";2025-04-17T20:48:01.04;2025-05-19T15:00:00;2025-05-26T20:00:00;;"CLP";0;0
642-10-LE25;"Servicio de Sala Cuna para Hijos de Func. SERVIU";"SERVICIO DE VIVIENDA Y URBANIZACION VI REGION";"61.818.000-K";"SERVIU VI REGION";"AV. BRASIL 912, REGIÓN DEL LIBERTADOR GENERAL BERNARDO O´HIGGINS";"Rancagua";"Región del Libertador General Bernardo O´Higgins";"LE";"Publicada";"Contratación del Servicio de Sala Cuna para Hijos de Funcionarias del SERVIU O’Higgins, a raíz de la obligación de este Servicio de reconocer el derecho a Sala Cuna a todas las Funcionarias que se encuentren prestando servicios en calidad de planta o contrata, y que actualmente o en el futuro tengan hijos as, hasta los dos años de edad. E1O2RT9";2025-04-21T09:47:20.083;2025-05-02T15:01:00;2025-05-19T15:05:00;50000000;"CLP";0;0
906816-28-LE25;"“MEJORAMIENTO Y REPARACIÓN DE COLLARINES ESPACIOS";"I MUNICIPALIDAD DE TALTAL";"69.020.500-9";"Secplac";"arturo prat 515";"Taltal";"Región de Antofagasta";"LE";"Publicada";"“MEJORAMIENTO Y REPARACIÓN DE COLLARINES ESPACIOS PUBLICOS LOCALIDAD DE PAPOSO. COMUNA DE TALTAL”.";2025-04-21T09:55:02.9;2025-05-05T15:00:00;2025-05-30T20:00:00;60000000;"CLP";0;0
5051-31-LP25;"“CONVENIO DE CETUXIMAB PANITUMUMAB SUNITINIB Y OTROS MEDICAMENTOS ONCOLÓGICOS”";"SERVICIO DE SALUD DEL MAULE HOSPITAL DE TALCA";"61.606.901-2";"Farmacia";"1 Norte Nº 1990";"Talca";"Región del Maule";"LP";"Publicada";"El objetivo de la presente licitación, es invitar a través de www.mercadopublico.cl a todos los proveedores del rubro a participar de la adquisición de CETUXIMAB, PANITUMUMAB SUNITINIB Y OTROS MEDICAMENTOS ONCOLÓGICOS, necesario para la atención directa a pacientes clínico en el servicios del Hospital Regional de Talca y bajo las especificaciones técnicas requeridas por la Institución con el fin de seleccionar la oferta más conveniente de acuerdo a los criterios de evaluación, asegurando el abastecimiento en calidad y oportunidad, satisfaciendo así la demanda de los usuarios por un periodo de 24 meses.";2025-04-21T10:01:04.347;2025-05-02T15:30:00;2025-05-30T12:00:00;;"CLP";0;0
2069-70-LP25;"CGM MANTE PREV Y CORRE DE RX OSTEOPULMONAR";"SERVICIO DE SALUD METROPOLITANO SUR HOSP";"61.608.101-2";"HOSPITAL BARROS LUCO TRUDEAU";"Gran Avenida 3204";"San Miguel";"Región Metropolitana de Santiago";"LP";"Publicada";"El Hospital Barros Luco Trudeau, Establecimiento Autogestionado en Red, desarrolla labores asistenciales de carácter ambulatorio, hospitalizados y de urgencia utilizando una serie de equipos los que requieren estar en óptimas condiciones para el desarrollo de las funciones asistenciales del hospital. Por lo antes expuesto, se requiere contratar el Servicio de Mantenimiento preventivo y correctivo a sus equipos de rayos X marca General Electric Modelo DR-F, para el servicio de Imagenología, en las condiciones establecidas en las bases de licitación y a las recomendaciones del fabricante, y de esta manera garantizar el funcionamiento, aportando mayor seguridad, tanto para el paciente como el usuario y prolongar la vida útil de los equipos y la reparación de este, los cuales se señalan en el cuadro siguiente: Las cantidades estimativas de equipos a corregir y mantener objeto del contrato que se suscriba podrán ser modificadas, siempre que no se alteren las cláusulas esenciales del mismo referidas al objeto del contrato ni al precio, ya sea aumentando o disminuyendo la cantidad de equipos hasta un monto máximo equivalente a un 30%, del valor anual del mismo.  Asimismo, se hace presente que cada oferente deberá ofertar por los ítems de forma conjunta, los cuales se encuentran señalados en este punto, por lo que el Hospital adjudicará el ítem a un solo proveedor, según quien, conforme a las pautas de evaluación que más adelante se señalan, obtenga el mejor puntaje. Cada oferente deberá oferta por la totalidad de los equipos detallados en cada ítem, en caso de no cumplir su oferta será declarada inadmisible. En el aspecto técnico se evaluará la oferta que cumpla con los requisitos señalados en las bases y la idoneidad y calidad técnica del oferente, con el objeto de asegurar que el adjudicatario se ajuste a los requisitos que el Hospital Barros Luco Trudeau ha especificado para la ejecución del contrato licitado. En el aspecto económico se espera recibir ofertas ventajosas dentro de los precios de mercado, factor que también será evaluado.";2025-04-21T08:21:34.84;2025-05-12T16:00:00;2025-08-08T18:00:00;90000000;"CLP";0;0
1549-48-LQ25;"ADQ SACUBITRILO VALSARTAN 50MG Y 100MG";"SERVICIO DE SALUD METROPOLITANA NORTE HOSPITAL SAN JOSE";"61.608.002-4";"Hospital San  José";"San José 1030";"Independencia";"Región Metropolitana de Santiago";"LQ";"Publicada";"De acuerdo con lo establecido en la Resolución Exenta N° 410, de fecha 31 de enero de 2025, que aprueba Plan Anual de Compras y Contrataciones año 2025 para el Complejo Hospitalario San José, se requiere la ADQUISICIÓN DE SACUBITRILO VALSARTAN 50MG Y 100MG";2025-04-21T09:26:24.54;2025-05-12T15:01:00;2025-06-26T15:00:00;;"CLP";0;0
1057491-71-LQ25;"CINTAS REACTIVAS PARA DETERMINAR GLUCOSA Y CETONA";"SERVICIO DE SALUD ORIENTE HOSPITAL LUIS CALVO MACKENNA";"61.608.408-9";"Bienes y Servicios";"ANTONIO VARAS 360 (CENTRO DE DISTRIBUCIÓN)";"Providencia";"Región Metropolitana de Santiago";"LQ";"Publicada";"ADQUISICIÓN, POR SISTEMA DE SUMINISTRO DE CINTAS REACTIVAS PARA DETERMINAR GLUCOSA Y CENTONA EN SANGRE, CON ENTREGA DE EQUIPOS GLUCOMETROS EN COMODATO, PARA EL HOSPITAL DOCTOR LUIS CALVO MACKENNA";2025-04-17T20:05:12.163;2025-05-07T15:00:00;2025-05-26T20:00:00;245000000;"CLP";0;0
3428-11-LE25;"3ra. Fase mantenimiento Pabellón C";"COMANDO DE APOYO A LA FUERZA";"61.948.900-4";"Destacamento de Montaña N° 8  Tucapel  DESMÑA N° 8";"O'Higgins 750";"Temuco";"Región de la Araucanía";"LE";"Publicada";"CONTINUACIÓN DEL SERVICIO DE MANTENIMIENTO Y REPARACIÓN DEL PABELLÓN “C”, UTILIZADO POR EL PERSONAL DESPLEGADO DE LA FT “TUCAPEL”.";2025-04-17T19:32:49.097;2025-05-05T17:00:00;2025-05-08T17:00:00;;"CLP";0;0
1057415-25-LR25;"SERVICIO DE SEGURIDAD Y VIGILANCIA PARA EL HOSPITAL DE NACIMIENTO";"SERVICIO SALUD BIO BIO HOSPITAL NACIMIENTO";"61.602.220-2";"Bienes y Servicios";"Avenida Julio Hemmelmann N°711";"Nacimiento";"Región del Biobío";"LR";"Publicada";"Mediante la presente, se requiere contratar los servicios habituales de seguridad y vigilancia para las dependencias de: el Hospital de la Familia y Comunidad de Nacimiento, el Centro Comunitario de Salud Familiar Lautaro, el Centro Comunitario de Salud Familiar Julio Hemmelmann y el ex Internado de Nacimiento, según solicitud de adquisición N°90, Folio HFCN35300/2025, emitida por la Unidad de Servicios Generales del Hospital de la Familia y Comunidad de Nacimiento, por el periodo de 18 meses.";2025-04-17T19:47:37.9;2025-05-19T15:00:00;2025-05-26T15:01:00;471240000;"CLP";0;0
1392-5-LP25;"SERVICIO DE MONTAJE Y ENSAMBLAJE";"DIRECCION GENERAL DE AERONAUTICA CIVIL";"61.104.000-8";"UNIDAD DE COMPRA DMC";"Avda. Portales 3450, Quinta Normal";"Quinta Normal";"Región Metropolitana de Santiago";"LP";"Publicada";"LA EJECUCION DE LAS OBRAS CIVILES,MONTAJE Y ENSAMBLAJE DE LAS ESTRUCTURAS METALICAS PARA CINCO ESTACIONES METEOROLÓGICAS";2025-04-17T18:29:04.67;2025-05-06T15:30:00;2025-06-06T20:00:00;87250000;"CLP";0;0
1242028-10-L125;"SERVICIO DE MONITOREO DE ALARMA CORPORACIÓN SEMCO";"CORPORACION SOCIAL Y CULTURA DE CONCEPCION - SEMCO";"70.942.400-9";"CORPORACION SOCIAL Y CULTURA DE CONCEPCION - SEMCO";"TUCAPEL 366";"Concepción";"Región del Biobío";"L1";"Publicada";"La Corporación Social y Cultural de Concepción – SEMCO,  requiere de la adquisición de Servicio de Monitoreo de Alarmas de seguridad para las unidades que administra, según lo establecido en las bases adjuntas.";2025-04-17T18:18:57.537;2025-04-30T17:00:00;2025-05-07T18:00:00;5125000;"CLP";0;0
699866-48-LR25;"ADQUISICION DE LINEA ARTERIAL Y OTROS INSUMOS PARA EL SERVICIO DE NEFROLOGIA Y DIALISIS";"SERVICIO DE SALUD DEL MAULE HOSPITAL DE TALCA";"61.606.901-2";"Insumos Clínicos";"Av. San Miguel S/N";"Talca";"Región del Maule";"LR";"Publicada";"El objetivo de la presente licitación, es invitar a través de www.mercadopublico.cl a todos los proveedores del rubro a participar de la adquisición de LINEA ARTERIAL Y OTROS INSUMOS necesarios para el servicio de Hemodiálisis del Hospital Regional de Talca junto con la entrega e instalación sin costo para la Institución mediante la modalidad de arriendo de 22 equipos monitores de hemodiálisis semi-nuevos y bajo las especificaciones técnicas requeridas por la Institución con el fin de seleccionar la oferta más conveniente de acuerdo a los criterios de evaluación, asegurando el abastecimiento en calidad y oportunidad, satisfaciendo así la demanda de los usuarios.";2025-04-17T18:16:04.493;2025-05-19T15:01:00;2025-06-19T17:30:00;;"CLP";0;0
2405-41-LR25;"ARRIENDO DE INMUEBLE PRIMER JUZGADO DE POLICIA";"I MUNICIPALIDAD DE IQUIQUE";"69.010.300-1";"SECRETARIA COMUNAL DE PLANIFICACION";"Serrano #134";"Iquique";"Región de Tarapacá";"LR";"Publicada";"PROPUESTA PÚBLICA N°29/2025 DENOMINADA “ARRIENDO DE INMUEBLE PARA PRIMER JUZGADO DE POLICIA LOCAL DE LA COMUNA DE IQUIQUE AÑO 2025-2028”";2025-04-17T18:25:25.98;2025-05-19T15:01:00;2025-07-18T19:52:00;369000000;"CLP";0;0
858-50-LS25;"SERVICIO DE ASESORÍA Y REPRESENTACIÓN JUDICIAL";"INSTITUTO NACIONAL DE DEPORTES DE CHILE";"61.107.000-4";"Nivel Central";"Fidel Oteiza 1956, piso 3°.";"Providencia";"Región Metropolitana de Santiago";"LS";"Publicada";"CONTRATACIÓN DEL SERVICIO DE ASESORÍA Y REPRESENTACIÓN JUDICIAL ESPECIALIZADA EN MATERIAS QUE INDICA";2025-04-17T18:07:00.32;;;63000000;"CLP";0;0
3479-39-LQ25;"SEGUNDO LLAMADO LICITACIÓN PÚBLICA PARA LA CONSTRUCCIÓN SEDE SOCIAL SAN RAFAEL BAJO UBICADA EN CALLE CARLOS CONDELL COMUNA DE CALBUCO";"I MUNICIPALIDAD DE CALBUCO";"69.220.600-2";"Municipalidad De Calbuco";"FEDERICO ERRAZURIZ N210";"Calbuco";"Región de los Lagos";"LQ";"Publicada";"El objeto del proceso es generar las condiciones técnicas y económicas que permitan contratar la opción más conveniente para ejecutar el proyecto de obra ubicada en  calle Carlos Condell número 396, sector de San Rafael Bajo de la comuna de Calbuco, destinada a la construcción de una sede social de 102,77 metros cuadrados.";2025-04-17T18:01:00;2025-05-07T12:00:00;2025-05-14T15:00:00;;"CLP";0;0
2133-48-LP25;"PPTA 165-25 DFL 36 “COMPRA DE SERVICIO DE TRASPLANTE RENAL DONANTE CADÁVER”.";"HOSPITAL DOCTOR HERNAN HENRIQUEZ ARAVENA";"61.602.232-6";"HOSPITAL DR HERNAN HENRIQUEZ A COMPRA DE SERVICIO";"";"";"Región de la Araucanía";"LP";"Publicada";"El objetivo principal de esta Propuesta Pública es la COMPRA DE SERVICIO DE TRASPLANTE RENAL DONANTE CADÁVER, con el fin de realizar trasplantes renales cuando se disponga de un riñón de donante cadáver, ya sea local o del pool nacional. Dado que la isquemia del órgano requiere un tiempo de intervención reducido, el trasplante debe llevarse a cabo con carácter urgente y no puede posponerse a un horario hábil. Asimismo, de acuerdo con la legislación vigente, el trasplante debe realizarse dentro de un plazo máximo de 30 horas desde la extracción del órgano. No obstante, la literatura médica señala que el plazo óptimo para efectuar el implante es de hasta 18 horas desde la extracción. Por lo tanto, el implante debe realizarse lo antes posible, lo que implica la necesidad de conformar un equipo quirúrgico de urgencia, sin esperar al horario institucional, a fin de llevar a cabo todas las gestiones necesarias para cumplir con estos plazos y asegurar un resultado exitoso de la cirugía. Por otra parte, esta compra se requiere para dar respuesta a los pacientes que se encuentran en lista de espera para un trasplante renal, dado que este procedimiento es el tratamiento más eficaz para la enfermedad renal avanzada en pacientes con indicación en las etapas IV y V. Además, está garantizado por el GES y respaldado por la evidencia científica que este tipo de trasplante mejora la supervivencia, disminuye la morbilidad cardiovascular, reduce los costos en salud y ofrece la posibilidad de reincorporación a la vida laboral a muchos pacientes. En este sentido, se espera realizar, en promedio, un trasplante con donante cadáver mensual, por lo que no contar con esta compra impediría que los pacientes en lista de espera pudieran acceder a esta terapia en horario no institucional, y como se mencionó previamente, el trasplante renal es una urgencia médica que debe realizarse las 24 horas del día, los 7 días de la semana. De hecho, cuanto menor sea el tiempo de isquemia fría, menor será la posibilidad de una función retardada del injerto (es decir, la necesidad de diálisis post-trasplante), lo que contribuirá a mejorar la sobrevida del injerto, reducir las complicaciones y acortar los tiempos y costos de hospitalización. Dicho lo anterior, estas intervenciones serán realizadas en dependencias del Establecimiento, fuera de horario institucional contratado, y a beneficiarios del Sistema Público de Salud, en las mejores condiciones posibles para ambas partes, según se detalla en las bases administrativas y técnicas, y en Anexo Nº 1.";2025-04-17T17:46:45.34;2025-05-02T15:01:00;2025-07-31T18:00:00;78991680;"CLP";0;0
1005498-12-LR25;"Servicio de planta telefónica y servicios asociado";"COMISION PARA EL MERCADO FINANCIERO";"60.810.000-8";"COMISION PARA EL MERCADO FINANCIERO";"Av. Lib. Bernardo O'higgins 1449, piso 2, torre II";"Santiago Centro";"Región Metropolitana de Santiago";"LR";"Publicada";"1.- servicio de planta telefónica y servicios asociados por el período de 36 meses.-";2025-04-17T17:45:53.05;2025-05-19T16:00:00;2025-06-18T18:00:00;449300000;"CLP";0;0
3959-14-LE25;"CONVENIO SUMINISTRO MANO DE OBRA MENOR MANTENCION";"I MUNICIPALIDAD DE NAVIDAD";"69.073.800-7";"Unidad de Salud";"Plaza General  Bonilla 24";"Navidad";"Región del Libertador General Bernardo O´Higgins";"LE";"Publicada";"“CONVENIO SUMINISTRO MANO DE OBRA MENOR MANTENCIONES AREA SALUD 2025”";2025-04-17T17:36:42.96;2025-05-05T18:44:00;2025-05-27T18:45:00;;"CLP";0;0
5293-7-LE25;"ELABORACIÓN PLADECO COMUNA DE LICANTÉN 2025-2030";"I MUNICIPALIDAD DE LICANTEN";"69.100.500-3";"UNIDAD DE SECPLAC";"juan esteban montero n 25";"Licantén";"Región del Maule";"LE";"Publicada";"Consiste en la elaboración del PLADECO para la comuna de Licantén para el periodo 2025 - 2030, de acuerdo a antecedentes adjuntos.";2025-04-17T17:36:13.51;2025-05-02T15:01:00;2025-05-09T17:30:00;20000000;"CLP";0;0
2378-33-LR25;"SERVICIO DE RECAUDACION DE MEDIOS ELECTRONICOS";"I MUNICIPALIDAD DE LA FLORIDA";"69.070.700-4";"SECRETARIA DE PLANIFICACION";"AMERICO VESPUCIO 6886";"La Florida";"Región Metropolitana de Santiago";"LR";"Publicada";"La presente licitación tiene por objeto la contratación y puesta en servicio de red, autorización y captura electrónica de transacciones con tarjetas de crédito, tarjetas de débito, tarjetas de prepago y otras entidades financieras, que los usuarios y contribuyentes operan al pago de tributos e impuestos, derechos municipales y prestación de servicios recaudados por  la Tesorería Municipal yo vía internet, integrándose así con el sistema de recaudación que cuenta la Municipalidad, en concordancia con las Especificaciones Técnicas.";2025-04-17T17:31:33.77;2025-06-03T11:30:00;2025-09-01T23:59:00;1197698860;"CLP";0;0
1057490-28-LR25;"Servicio y Suministro de Alimentos en el Casino";"Instituto de Neurocirugía";"61.608.407-0";"Bienes y Servicios";"Avda. José Manuel Infante 553";"Providencia";"Región Metropolitana de Santiago";"LR";"Publicada";"Servicio y Suministro de Alimentos en el Casino";2025-04-17T17:25:00.293;2025-05-19T18:00:00;2025-07-11T18:00:00;;"CLP";0;0
1284411-5-LP25;"ADQUISICIÓN DE UN SISTEMA DE EXTRACCION TRATAMIENTO ANÁLISIS Y ALMACENAMIENTO DE DATOS DE DISPOSITIVOS DIGITALES CON CERTIFICACIONES";"POLICIA DE INVESTIGACIONES DE CHILE";"60.506.000-5";"Compras Convenio PDI GORE MET";"GENERAL MACKENNA 1370";"Santiago Centro";"Región Metropolitana de Santiago";"LP";"Publicada";"ADQUISICIÓN DE UN SISTEMA DE EXTRACCION, TRATAMIENTO, ANÁLISIS Y ALMACENAMIENTO DE DATOS DE DISPOSITIVOS DIGITALES CON CERTIFICACIONES RERSOLEX N°280";2025-04-17T17:24:47.9;2025-05-07T15:00:00;2025-05-22T20:00:00;99533539;"CLP";0;0
5908-18-LP25;"ADQUISICIÓN CLÍNICA VETERINARIA MÓVILCOMUNA HUARA";"ILUSTRE MUNICIPALIDAD DE HUARA";"69.010.200-5";"SECPLAC";"AVENIDA VICUÑA MACKENNA S/N";"Huara";"Región de Tarapacá";"LP";"Publicada";"La Ilustre Municipalidad de Huara requiere hacer un llamado a propuesta pública para la adquisición de un vehículo especialmente adaptado para que funcione como clínica veterinaria móvil, que permita realizar servicios veterinarios en la comuna de Huara. Lo anterior considerando que la Ilustre Municipalidad de Huara no cuenta con este equipamiento, para la adecuada atención de la población canina, y como servicio, según Ley 21.020 sobre Tenencia Responsable de Mascotas y Animales de Compañía, el municipio tiene la responsabilidad de velar por el bienestar de los animales en la comuna, especialmente perros y gatos.       La presente licitación denominada “ADQUISICIÓN CLÍNICA VETERINARIA MÓVIL PARA LA COMUNA DE HUARA” Código BIP:40061544-0, tiene por objetivo la adquisición de un vehículo nuevo, sin uso, 0  km, año 2024 o superior, especialmente adaptado para que funcione como clínica veterinaria móvil,  que cumpla con todos los requerimientos técnicos solicitados en las Bases Técnicas y con la documentación para su operación en la Comuna de Huara.";2025-04-17T17:23:20.01;2025-05-07T16:00:00;2025-06-13T17:18:00;;"CLP";0;0
633-30-LR25;"SERVICIO DE SISTEMA DE CONTROL DE ASISTENCIA PARA LA CORPORACIÓN NACIONAL FORESTAL A NIVEL NACIONAL PERIODO 2025-2028";"CORP NACIONAL FORESTAL";"61.313.000-4";"Conaf - Oficina Central - Abastecimiento";"Av. Bulnes 285, Oficina 801.";"Santiago";"Región Metropolitana de Santiago";"LR";"Publicada";"La Corporación Nacional Forestal, en adelante “CONAF” o la “Corporación”, indistintamente, invita a los oferentes inscritos en el portal de compras del Estado www.mercadopublico.cl, a participar en la licitación pública ID 633-30-LR25, para la contratación del “SERVICIO DE SISTEMA DE CONTROL DE ASISTENCIA PARA LA CORPORACIÓN NACIONAL FORESTAL A NIVEL NACIONAL, PERIODO 2025-2028”, de acuerdo a las especificaciones incluidas en las Bases de Licitación y sus respectivos Anexos.";2025-04-17T17:16:46.72;2025-05-19T16:00:00;2025-06-27T18:48:00;10556;"CLF";0;0
1057421-8-LQ25;"C.S. Insumos Área Hematología y Otras HFC Laja";"SERVICIO DE SALUD BIO BIO HOSPITAL DE LAJA";"61.607.306-0";"Bienes y Servicios";"";"";"Región del Biobío";"LQ";"Publicada";"Suministrar de Insumos y Reactivos al Laboratorio Clínico del Hospital de Laja";2025-04-17T17:19:11.233;2025-04-29T11:00:00;2025-05-05T20:00:00;;"CLP";0;0
1175-63-LE25;"64.25 “ADQUISICIÓN DE MOBILIARIO GENERAL PARA REPOSICIÓN CENTRO DE SALUD INTERCULTURAL BOROA FILULAWEN NUEVA IMPERIAL”";"SERVICIO DE SALUD ARAUCANIA SUR";"61.607.400-8";"Dirección Servicio Salud Araucanía Sur";"MANUEL BULNES N° 590";"Temuco";"Región de la Araucanía";"LE";"Publicada";"64.25 “ADQUISICIÓN DE MOBILIARIO GENERAL PARA REPOSICIÓN CENTRO DE SALUD INTERCULTURAL BOROA FILULAWEN, NUEVA IMPERIAL”";2025-04-17T17:05:50.693;2025-05-02T15:30:00;2025-07-31T15:30:00;;"CLP";0;0
756-4-LQ25;"CONTRATACIÓN DE FIREWALLS DE SEGURIDAD PERIMETRAL";"SUBSECRETARIA DE ECONOMIA Y EMPRESAS DE MENOR TAMANO";"60.701.000-5";"SUBSECRETARIA DE ECONOMIA Y EMPRESAS DE MENOR TAMA";"Avenida Libertador Bernardo O´Higgins 1449 Torre II  piso 10";"Santiago Centro";"Región Metropolitana de Santiago";"LQ";"Publicada";"La Subsecretaría de Economía y Empresas de Menor Tamaño, en adelante “la Subsecretaría”, viene en llamar a licitación pública a proponentes personas naturales o jurídicas, nacionales o extranjeras, y a las Uniones Temporales de Proveedores, con el propósito de contratar el arriendo de dos Firewalls de Seguridad Perimetral de Nueva Generación NGFW, cuyos objetivos y alcances se detallan en las bases técnicas del presente documento.";2025-04-17T17:07:22.683;2025-05-07T15:00:00;2025-06-05T23:59:00;289980;"USD";0;0
1175-64-LR25;"67.25 ADQ. VIDEOLARINGOSCOPIOS H. VILLARRICA";"SERVICIO DE SALUD ARAUCANIA SUR";"61.607.400-8";"Dirección Servicio Salud Araucanía Sur";"MANUEL BULNES N° 590";"Temuco";"Región de la Araucanía";"LR";"Publicada";"Se requiere la ADQUISICIÓN DE VIDEOLARINGOSCOPIO DEL HOSPITAL DE VILLARRICA, nuevo y sin uso. Las características técnicas, se detallan en el ANEXO Nº3 de las presentes bases. Debe cumplir con todas las características marcadas como obligatorias para que la oferta sea admisible.";2025-04-17T16:57:00;2025-05-22T15:30:00;2025-08-20T17:45:00;;"CLP";0;0
5184-63-LP25;"MALLAS SUTURAS Y OTROS INSUMOS PARA  PABELLÓN";"SERVICIO DE SALUD DEL MAULE HOSPITAL DE LINARES";"61.606.917-9";"CONTRATOS-SUMINISTRO";"Brasil Nº 753";"Linares";"Región del Maule";"LP";"Publicada";"MALLAS, SUTURAS Y OTROS INSUMOS PARA  PABELLÓN, SEGUN MEMORANDUM NRO  60 DE FECHA 02-04-2025 DEPARTAMENTO ADQUISICIONES";2025-04-17T16:54:21.02;2025-05-08T10:00:00;2025-06-11T18:00:00;166890000;"CLP";0;0
