codigo;nombre;institucion_nombre;institucion_rut;unidad;direccion;comuna;region;tipo;estado;descripcion;fecha_inicio;fecha_final;fecha_adjudicacion;monto_estimado;unidad_monetaria;proveedores_participantes;adjudicados
889473-40-LE25;sc 3783 - Obras Civiles DGO Campos Colchagua;UNIVERSIDAD DE O'HIGGINS;61.980.530-5;UNIVERSIDAD DE O'HIGGINS;Av. Libertador General Bernardo O'Higgins 611;Rancagua;Región del Libertador General Bernardo OHiggins;LE;cerradas;La ejecución del proyecto Obras Civiles Módulos DGO Predio 1-2, Campus Colchagua de la Universidad de OHiggins, se desarrolla en una superficie aproximada de 145 m2, contemplando los trabajos necesarios para la instalación de 3 módulos en predio 1 y 2 del Campus Colchagua, incorporando despeje y nivelación de terreno, ejecución de veredas y radier, proyecto e instalaciones eléctricas para la conexión de nuevas instalaciones;2025-04-01T15:34:43.83;2025-04-14T17:00:00;2025-07-13T17:00:00;13445378;CLP;0;0
845-7-LE25;SS. DE CAPACITACION ALIMENTACION SELECTIVA;JUNTA NACIONAL DE JARDINES INFANTILES;70.072.600-2;Junji - I Región - Iquique;Wilson N243;Iquique;Región de Tarapacá;LE;cerradas;La Junta Nacional de Jardines Infantiles, en adelante JUNJI, requiere contratar el servicio de capacitación denominado ALIMENTACION SELECTIVA EN LA PRIMERA INFANCIA Y SU ABORDAJE EN EL CONTEXTO EDUCATIVO.;2025-04-01T15:32:20.42;2025-04-11T18:00:00;2025-05-09T18:00:00;9000000;CLP;0;0
2427-33-LE25;ADQUISICION DE REPUESTOS Y ACCESORIOS FLOTA MAYOR.;I MUNICIPALIDAD DE VALPARAISO;69.060.900-2;ABASTECIMIENTO;;;Región de Valparaíso;LE;cerradas;PEDIDO N16, DEPTO. GESTION DE FLOTA.;2025-04-01T15:31:07.183;2025-04-11T16:00:00;2025-05-30T17:00:00;41000000;CLP;0;0
1063538-50-LE25;CONVENIO SUMINISTRO POR MATERIALES E INSUMOS ELECT;HOSPITAL BASE OSORNO;61.602.260-1;Bienes y Servicios;GUILLERMO BUHLER 1765, OSORNO;Osorno;Región de los Lagos;LE;cerradas;Efectuar un convenio de suministros de materiales e insumos Eléctricos, para el Hospital Base San José Osorno HBSJO en adelante El Hospital, por un periodo de 24 meses, con el fin de poder planificar los diferentes procesos de trabajos ejecutados con recursos propios de nuestra entidad así como, descongestionar el proceso administrativo que se ve afectado ante las diferentes gestiones de compras en el lapso que dure el presente contrato.;2025-04-01T15:29:22.24;2025-04-11T17:00:00;2025-06-11T10:05:00;;CLP;0;0
1003473-60-LE25;CONTRATO DE SUMINISTRO DE INSUMOS DE PABELLÓN PARA EL HOSPITAL DE CURICÓ;SERVICIO DE SALUD DEL MAULE HOSPITAL DE CURICO;61.606.903-9;INSUMOS CLINICOS;;;Región del Maule;LE;cerradas;El Hospital San Juan de Dios de Curicó, requiere suscribir un contrato de suministro de insumos varios para la unidad de pabellón, a objeto de satisfacer adecuadamente la demanda de estos.;2025-04-01T15:28:00;2025-04-11T16:00:00;2025-06-13T16:30:00;62000000;CLP;0;0
722640-1-LE25;Convenio de suministro de examenes medicos para los habitantes de la comuna de Colchane;I MUNICIPALIDAD DE COLCHANE;69.250.400-3;DEPTO SALUD;AV. TENIENTE GONZALEZ S/N;Colchane;Región de Tarapacá;LE;cerradas;Convenio de suministro de examenes medicos para los habitantes de la comuna de Colchane;2025-04-01T15:24:38.747;2025-04-11T18:51:00;2025-04-14T18:52:00;;CLP;0;0
2981-46-LE25;TABLET;POLICIA DE INVESTIGACIONES DE CHILE;60.506.000-5;DEPARTAMENTO ADMINISTRATIVO;GENERAL MACKENNA 1370, Secc. Almacenes;Santiago Centro;Región Metropolitana de Santiago;LE;cerradas;ADQUISICION DE TABLET TIPO IPAD PRO PARA JENATID;2025-04-01T15:23:20.247;2025-04-11T15:00:00;2025-04-28T19:00:00;21000000;CLP;0;0
778998-9-LE25;Adquisición de Marmitas por fondos FORA;COMANDO DE APOYO A LA FUERZA;61.964.800-5;Regimiento Logístico N 1 Tocopilla;av. ejercito 01530;Antofagasta;Región de Antofagasta;LE;cerradas;El Regimiento Logístico N1 Tocopilla, domiciliado en Avenida Ejército 01530, Antofagasta, Región de Antofagasta, requiere la adquisición de 03 marmitas para el rancho de tropa por ley FORA, de acuerdo con los requisitos, condiciones y especificaciones señaladas y contenidas en las presentes Bases Administrativas, Bases Técnicas y Anexos.;2025-04-01T15:20:30.667;2025-04-11T14:26:00;2025-04-18T14:27:00;;CLP;0;0
621-325-LE25;MIVACURIO 2MGML SOL INY 5 ML FAM 1000021018;CENTRAL DE ABASTECIMIENTO DEL SISTEMA NACIONAL DE SERVICIO DE SALUD;61.608.700-2;Compras del Giro 621;Bodega Proveedor;Santiago Centro;Región Metropolitana de Santiago;LE;desiertas;BASES ADMINISTRATIVAS Y TÉCNICAS TIPO, POR LAS QUE SE REGIRÁN LOS PROCESOS DE LICITACIÓN PARA LA ADQUISICIÓN DE PRODUCTOS FARMACÉUTICOS, COSMÉTICOS, VACUNAS, INSUMOS, DISPOSITIVOS, Y/O ALIMENTOS DE USO MÉDICO, DESTINADO AL EJERCICIO DE ACCIONES DE SALUD;2025-04-01T15:20:14.72;2025-04-14T16:00:00;2025-05-19T17:30:00;55305736;CLP;0;0
1057472-54-LE25;Suministro de Polvo Hemostático Endocópico;HOSPITAL CLINICO METROPOLITANO EL CARMEN DOCTOR LUIS VALENTIN FERRADA;61.980.320-5;Bienes y Servicios;Camino Rinconada N1201;Maipú;Región Metropolitana de Santiago;LE;desiertas;Suministro de Polvo Hemostático Endoscópico para pacientes del Hospital el Carmen;2025-04-01T15:17:03.923;2025-04-11T18:00:00;2025-07-11T12:18:00;;CLP;0;0
1057390-11-LE25;MANTENCIÓN CORRECTIVA CLÍNICA DENTAL MÓVIL BBTD-27;SERVICIO DE SALUD ARAUCANIA NORTE;61.955.100-1;Bienes y Servicios;ILABACA 752;Angol;Región de la Araucanía;LE;cerradas;La presente licitación tiene como objetivo realizar mantención correctiva de clínica dental móvil BBTD-27 perteneciente al SSAN, todo según lo señalado en Anexo 4-A y Anexo 4-B Especificaciones Técnicas, con el objeto de garantizar el acceso a atención odontológica en comunidades de difícil acceso y áreas rurales.;2025-04-01T15:06:25.533;2025-04-11T15:30:00;2025-05-02T15:30:00;33500000;CLP;0;0
1238111-4-LE25;SERVICIO TICKETERA PARA VENTA DE ENTRADAS EVENTOS;CORPORACION CULTURAL DE LA REINA;70.978.700-4;Administración y finanzas;SANTA RITA 1153, LA REINA;La Reina;Región Metropolitana de Santiago;LE;cerradas;La Corporación Cultural de La Reina requiere el servicio de ticketera en línea para venta anticipada de entradas, considerando la totalidad de los eventos que la Institución desarrolla en sus diferentes dependencias y centros culturales, sin límite de cantidad, a través de un servicio nivel usuario que permita la carga de eventos simultáneos por parte de los funcionarios de la Corporación designados para tales efectos. El servicio debe permitir tanto la compra de entradas de diferente valor, como la adquisicióncanje de entradas para eventos gratuitos, las cuales deben enviarse a los usuarios a través de correo electrónico.;2025-04-01T15:04:54.387;2025-04-16T18:00:00;2025-04-24T15:00:00;;CLP;0;0
1057472-53-LP25;Kit de Prótesis Digestivas Autoexpansibles;HOSPITAL CLINICO METROPOLITANO EL CARMEN DOCTOR LUIS VALENTIN FERRADA;61.980.320-5;Bienes y Servicios;Camino Rinconada N1201;Maipú;Región Metropolitana de Santiago;LP;cerradas;Suministro de Kit de Prótesis Autoexpansibles para pacientes del Hospital El Carmen;2025-04-01T14:49:12.887;2025-04-11T18:00:00;2025-07-11T15:06:00;;CLP;0;0
656-13-LE25;Servicio Aseo Serviu Los Lagos;SERVICIO DE VIVIENDA Y URBANIZACION X REGION;61.818.001-8;SERVIU X REGION;URMENETA N 680;Puerto Montt;Región de los Lagos;LE;cerradas;Llámese a licitación pública, cuyo objeto es la contratación del Servicio de Aseo por un periodo de 12 meses, para las dependencias donde funciona actualmente la Dirección Regional del SERVIU Los Lagos y Apruébese las Bases Administrativas y Técnicas, con sus correspondientes Anexos, que regirán la presente licitación;2025-04-01T14:56:31.687;2025-04-14T16:30:00;2025-04-25T15:00:00;44400000;CLP;0;0
3117-23-LE25;TRABAJOS FACHADA Y TECHUMBRE POB. EL OBSERVATORIO;DIRECCION DE ABASTECIMIENTO DE LA ARMADA;61.102.006-6;DEPTO. DE BIENESTAR SOCIAL (V);INDEPENDENCIA 1786;Valparaíso;Región de Valparaíso;LE;cerradas;TRABAJOS DE FACHADA Y TECHUMBRE CASAS N 29, 37, 39 Y 45 POBLACIÓN NAVAL EL OBSERVATORIO, DEPENDIENTES DEL DEPARTAMENTO DE BIENESTAR SOCIAL IRA ZONA NAVAL.;2025-04-01T14:50:56.837;2025-04-11T10:45:00;2025-05-08T14:29:00;46800000;CLP;0;0
621-326-LE25;CITARABINA 100MG5ML SOL INY FAM 1000021031;CENTRAL DE ABASTECIMIENTO DEL SISTEMA NACIONAL DE SERVICIO DE SALUD;61.608.700-2;Compras del Giro 621;Bodega Proveedor;Santiago Centro;Región Metropolitana de Santiago;LE;cerradas;BASES ADMINISTRATIVAS Y TÉCNICAS TIPO, POR LAS QUE SE REGIRÁN LOS PROCESOS DE LICITACIÓN PARA LA ADQUISICIÓN DE PRODUCTOS FARMACÉUTICOS, COSMÉTICOS, VACUNAS, INSUMOS, DISPOSITIVOS, Y/O ALIMENTOS DE USO MÉDICO, DESTINADO AL EJERCICIO DE ACCIONES DE SALUD;2025-04-01T14:43:04.67;2025-04-14T16:00:00;2025-05-19T17:30:00;58576524;CLP;0;0
1650-14-LE25;Estrategia Ges Confección de prótesis;Hospital Santa Juana;61.602.204-0;Hospital Santa Juana;Av. Doctor Sosa N100 Recinto Hospital Santa Juana;Santa Juana;Región del Biobío;LE;cerradas;Estrategia ges 60 años Confección Prótesis dentales y altas en adultos de 60 años,2025 con solicitud de compra interna n431 con fecha 27/03/2025;2025-04-01T14:40:10.84;2025-04-15T09:00:00;2025-04-30T19:54:00;;CLP;0;0
1145-1-LE25;Adquisición de monitores de 22 y monitores Wacom Cintiq Pro-24 o equivalente;DIRECCION GENERAL DE AERONAUTICA CIVIL;61.104.000-8;UNIDAD DE COMPRA ADQUISICIONES NACIONALES;Av. Miguel Claro 1314;Providencia;Región Metropolitana de Santiago;LE;cerradas;La necesidad de la Dirección General de Aeronáutica Civil, de adquirir monitores de 22 y monitores Wacom Cintiq Pro-24 o equivalente(según Bases Técnicas adjuntas).;2025-04-01T14:39:14.097;2025-04-14T15:00:00;2025-05-05T18:00:00;54859000;CLP;0;0
1503-3-LP25;SERV CONSERVACIÓN OBRAS VARIAS EMBALSE EL BATO2025;MINISTERIO DE OBRAS PUBLICAS DIREC CION GRAL DE OO PP DCYF;61.202.000-0;Dirección de Obras Hidráulicas - IV Región;Calle Cirujano Videla N200, Piso N2, La Serena;La Serena;Región de Coquimbo;LP;cerradas;SERVICIO CONSERVACIÓN OBRAS VARIAS EMBALSE EL BATO 2025;2025-04-01T14:36:34.18;2025-04-16T15:00:00;2025-04-28T17:30:00;;CLP;0;0
2595-28-LE25;SERVICIO DE INTERNET SATELITAL;I MUNICIPALIDAD DE PARRAL;69.130.700-K;I MUNICIPALIDAD DE PARRAL;Dieciocho N 720;Parral;Región del Maule;LE;cerradas;La Ilustre Municipalidad de Parral requiere contratar por el periodo de un año el servicio de internet satelital, incluyendo la adquisición, instalación y habilitación del servicio, con el objetivo de mejorar la conectividad en sectores estratégicos de la comuna. Esta adquisición se regirá por la Ley N 19.886 de Bases sobre Contratos Administrativos de Suministro y Prestación de Servicios, su reglamento y modificaciones posteriores, las Bases Administrativas, Especificaciones Técnicas, Aclaraciones yo Respuestas a consultas formuladas por los oferentes, Anexos y demás antecedentes de la propuesta SERVICIO DE INTERNET SATELITAL., el cual se encuentran de manera detallada en los términos de referencia adjuntas al proceso.;2025-04-01T14:36:00;2025-04-11T10:45:00;2025-04-18T17:46:00;;CLP;0;0
1057472-52-LP25;Suministro de Insumos para el Cuidado de la Piel;HOSPITAL CLINICO METROPOLITANO EL CARMEN DOCTOR LUIS VALENTIN FERRADA;61.980.320-5;Bienes y Servicios;Camino Rinconada N1201;Maipú;Región Metropolitana de Santiago;LP;cerradas;Suministro de Insumos para el Cuidado de la Piel para pacientes del Hospital El Carmen;2025-04-01T14:34:41.607;2025-04-11T18:00:00;2025-06-11T16:20:00;;CLP;0;0
1823-6-LE25;Talleres Formativos CIP CRC Limache;SERVICIO NACIONAL DE MENORES;61.008.000-6;CIP CRC Limache;San Alfonso # 1000. Camino Lliu LLiu;Limache;Región de Valparaíso;LE;cerradas;Servicio de Talleres Formativos para adolescentes y jóvenes del centro CIP CRC Limache, dependiente del Servicio Nacional de Menores de la Región de Valparaíso;2025-04-01T14:33:34.353;2025-04-11T17:00:00;2025-04-21T17:00:00;12852000;CLP;0;0
2080-181-LP25;SUMINISTRO CASSETTE FACOEMULSIFICADOR;SERVICIO DE SALUD DEL LIBERTADOR B O'HIGGINS HOSPITAL REG RANCAGUA;61.602.138-9;Hospital Regional Rancagua - HRR;Avenida Salvador Allende N 350;Rancagua;Región del Libertador General Bernardo OHiggins;LP;cerradas;El objeto de esta Licitación es contar con una adecuada provisión de SUMINISTRO DE CASSETE FACOEMULSIFICADOR PARA EL HOSPITAL DR. FRANCO RAVERA ZUNINO, durante la vigencia del proceso.;2025-04-01T14:22:16.923;2025-04-11T15:00:00;2025-06-10T18:00:00;;CLP;0;0
1057472-51-LE25;Suministro de Insumos de Traumatología;HOSPITAL CLINICO METROPOLITANO EL CARMEN DOCTOR LUIS VALENTIN FERRADA;61.980.320-5;Bienes y Servicios;Camino Rinconada N1201;Maipú;Región Metropolitana de Santiago;LE;cerradas;Suministro de Insumos de Traumatología para pacientes del Hospital.;2025-04-01T14:18:34.54;2025-04-10T18:00:00;2025-06-10T19:54:00;;CLP;0;0
2311-60-LE25;ARRIENDO MINIBUS TRASLADO A HOSPITAL DE CURICO;ILUSTRE MUNICIPALIDAD DE MOLINA;69.110.100-2;Dirección Comunal de Salud;Independencia 1926;Molina;Región del Maule;LE;cerradas;D.A. N 1198 APRUEBA BASES DE LICITACION ESPECIFICACIONES TECNICAS Y ANEXOS ADMINISTRATIVOS DEL LLAMADO A LICITACION PARA ARRENDAR UN MINIBUS QUE TRASLADE A LOS USUARIOS QUE REQUIEREN DE CONTROLES MEDICOS EN EL HOSPITAL DE CURICO;2025-04-01T14:16:32.323;2025-04-11T16:30:00;2025-04-21T18:07:00;;CLP;0;0
2320-6-LP25;CONVENIO SUMINISTRO SERVICIO INTERNET .;I MUNICIPALIDAD DE SAN JAVIER;69.130.100-1;ADQUISICIONES SALUD MUNICIPAL;Arturo Prat N 2490;San Javier;Región del Maule;LP;cerradas;Convenio Suministro Servicio de Internet para centros urbanos y Postas rurales del Departamento Comunal de Saud, por un período de 2 años.Se realiza por línea de producto. Favor ller bases administratrativas adjuntas y llenar los anexos obligatorios.;2025-04-01T13:49:05.843;2025-04-11T18:00:00;2025-04-30T11:00:00;;CLP;0;0
1075963-110-LE25;ADQUISICIÓN DE ASA 24 FR CON RESECTOSCOPIO EN COMODATO;SERVICIO DE SALUD ARICA HOSP DR JUAN NOE CREVANI;61.606.001-5;Hospital Juan Noé;;;Región de Arica y Parinacota;LE;cerradas;ADQUISICIÓN DE ASA 24 FR CON RESECTOSCOPIO EN COMODATO;2025-04-01T13:42:00;2025-04-14T17:30:00;2025-05-08T17:30:00;;CLP;0;0
1057418-5-LE25;ADQUISICIÓN DE INSUMOS CLINICOS PARA STOCK BODEGA DEL HOSPITAL MULCHEN;SERVICIO DE SALUD BIO BIO HOSPITAL DE MULCHEN;61.607.302-8;Bienes y Servicios;;;Región del Biobío;LE;cerradas;el Hospital cuenta con la necesidad de Adquirir Insumos Clínicos para stock Bodega Central de Fármacos e Insumos, según solicitud de adquisición HCFM 31179 emitida por Químico Farmacéutico encargada de Bodega.;2025-04-01T13:39:47.88;2025-04-11T15:00:00;2025-05-02T17:00:00;;CLP;0;0
1057501-63-LE25;CONVENIO INSUMOS SUTURAS AUTOMATICAS I;COMPLEJO ASISTENCIAL DR. SOTERO DEL RIO;61.608.502-6;COMPLEJO ASISTENCIAL DR. SOTERO DEL RIO;Avenida Melchor Concha y Toro 3459, Puente Alto;Puente Alto;Región Metropolitana de Santiago;LE;desiertas;DAR CONTINUIDAD A LA ATENCIÓN DE PACIENTES;2025-04-01T13:39:33.91;2025-04-11T17:00:00;2025-05-16T10:00:00;;CLP;0;0
4690-18-LE25;MANTENCION PREVENTIVA Y CORRECTIVA .;I MUNICIPALIDAD DE MAULE;69.110.900-3;Depto. Salud Comunal;Balmaceda N 350;Maule;Región del Maule;LE;cerradas;MANTENCION PREVENTIVA Y CORRECTIVA DE POZO DE AGUA Y TABLERO ELECTRICO CESFAM MAULE VER BASES ADJUNTAS;2025-04-01T13:29:53.743;2025-04-11T13:00:00;2025-04-30T13:20:00;;CLP;0;0
407-8-LE25;Mantenimiento Preventivo y Correctivo Puertas Automáticas del HGGB;HOSPITAL GUILLERMO GRANT BENAVENTE DE CO;61.602.189-3;Hospital HGGB Operaciones;San Martín 1436 Concepcion;Santiago;Región del Biobío;LE;cerradas;EL HGGB necesita contar con convenio de Mantenimiento Preventivo y Correctivo Puertas Automáticas del HGGB. Solicitud de Compra realizada por Depto. Desarrollo Industrial, en requerimiento S-COM-14268 de fecha 04/01/2025.;2025-04-01T13:24:28.23;2025-04-11T15:00:00;2025-06-16T15:01:00;;CLP;0;0
2710-29-LE25;CONTROL DE MURCIELAGOS CENTROS SALUD APS OVALLE;MUNICIPALIDAD DE OVALLE;69.040.700-0;Depto. de Salud e Higiene Ambiental;JORGE EDWARDS 543;Ovalle;Región de Coquimbo;LE;cerradas;SERVICIO CONTROL DE MURCIELAGOS EN C.S.J.D y POSTA RECOLETA;2025-04-01T12:55:40.153;2025-04-11T14:00:00;2025-05-30T15:32:00;9936500;CLP;0;0
1057549-7-LE25;Mantenimiento Preventivo Ascensores HFC de Lanco;SERVICIO DE SALUD VALDIVIA HOSPITAL LANC;61.607.504-7;Bienes y Servicios;calle santiago 595 Lanco;Lanco;Región de Los Ríos;LE;cerradas;El Hospital Familiar y Comunitario de Lanco, requiere celebrar este convenio para el mantenimiento preventivo de ascensores y montacarga, por un periodo de 36 meses, para mantener la circulación vertical de camillas, servicios de alimentación a área de hospitalizado y tránsito de público a dependencias de segundo nivel, unidades clínicas y administración del edificio Hospital Familiar y Comunitario de Lanco.;2025-04-01T12:54:05.643;2025-04-11T15:01:00;2025-07-10T16:23:00;;CLP;0;0
2298-16-LE25;ARRIENDO DE MOTONIVELADORA;ILUSTRE MUNICIPALIDAD DE MOLINA;69.110.100-2;Oficina de Adquisiciones Municipales;MAIPU 1846;Molina;Región del Maule;LE;cerradas;ARRIENDO DE MOTONIVELADORA FORMULARIO DE COMPRA N254;2025-04-01T12:58:00;2025-04-11T14:00:00;2025-04-30T19:56:00;;CLP;0;0
2311-73-LE25;CONVENIO RESOLUTIVIDAD OTORRINO;ILUSTRE MUNICIPALIDAD DE MOLINA;69.110.100-2;Dirección Comunal de Salud;Independencia 1926;Molina;Región del Maule;LE;cerradas;Decreto alcadicio N 1723 Aprueba bases de licitación para el proyecto denominado Convenio de Resolutividad OTORRINO Según se señala en las bases y documento que se adjuntan a la licitación;2025-04-01T12:51:00;2025-04-10T16:30:00;2025-04-16T19:00:00;;CLP;0;0
1719-4-LE25;EXAMENES IMAGENES DIAGGNOSTICAS 2025;ILUSTRE MUNICIPALIDAD DE SAGRADA FAMILIA;69.110.200-9;DIRECCION DE SALUD COMUNAL;San Francisco 40 - Comuna de Sagrada Familia;Sagrada Familia;Región del Maule;LE;cerradas;Exámenes Imágenes Diagnosticas 2025, según bases y especificaciones técnica, decreto Nro.1645.-;2025-04-01T12:45:10.123;2025-04-11T17:00:00;2025-04-25T19:54:00;;CLP;0;0
1057429-4-LE25;CONVENIO SUMINISTRO PANADERIA PARA PACIENTES;SERVICIO NACIONAL DE SALUD HOSPITAL DE CORONEL;61.602.201-6;Bienes y Servicios;AV. LAUTARO N 600;Coronel;Región del Biobío;LE;cerradas;ABASTECER HSJC PRODUCTOS DE PANADERIA PARA PACIENTES;2025-04-01T12:42:31.47;2025-04-11T18:50:00;2025-04-14T18:51:00;;CLP;0;0
5184-254-LE24;SERVICIO DE ARRIENDO DE LÁSER PARA DACRIOCISTORINOSTOMIA;SERVICIO DE SALUD DEL MAULE HOSPITAL DE LINARES;61.606.917-9;CONTRATOS-SUMINISTRO;;;Región del Maule;LE;desiertas;SERVICIO DE ARRIENDO DE LÁSER PARA DACRIOCISTORINOSTOMIA;2025-04-01T12:40:02.837;2025-04-11T15:00:00;2025-05-28T17:00:00;9000000;CLP;0;0
1148-4-LP25;SERVICIO ORGANIZACION TALLERES SSSR ARAUCANIA 2025;MINISTERIO DE OBRAS PUBLICAS DIREC CION GRAL DE OO PP DCYF;61.202.000-0;Dirección de Obras Hidráulicas - IX Región;Av. Huérfano 1775;Temuco;Región de la Araucanía;LP;cerradas;Servicio de Organización de Talleres para Servicios Sanitarios Rurales Región de la Araucanía . SAFI 409.639.-;2025-04-01T12:39:21.21;2025-04-14T15:00:00;2025-05-30T18:00:00;;CLP;0;0
3935-26-LE25;CONTRATACION DE SERVICIO DE TRANSPORTE ESCOLAR PARA ALUMNOS DE ESCUELAS MUNICIPALES DE LA COMUNA DE FREIRE 3 llamado;I MUNICIPALIDAD DE FREIRE;69.190.900-K;Secretaria de Planificación;Pedro Camalez N85;Freire;Región de la Araucanía;LE;cerradas;CONTRATACION DE SERVICIO DE TRANSPORTE ESCOLAR PARA ALUMNOS DE ESCUELAS MUNICIPALES DE LA COMUNA DE FREIRE 3 llamado.;2025-04-01T12:36:35.96;2025-04-11T12:00:00;2025-04-30T16:37:00;;CLP;0;0
514848-15-LE25;CONTRATO DE SUMINISTRO PARA ADQUISICIÓN DE LEÑA;I MUNICIPALIDAD DE LAUTARO;69.190.100-9;Educacion;MANUEL RODRIGUEZ N 850;Lautaro;Región de la Araucanía;LE;cerradas;CONTRATO DE SUMINISTRO PARA ADQUISICIÓN DE LEÑA POR SACOS, POR METRO, POR METRO LUEGO TROZADA Y ALMACENADA, ASTILLAS PARA EL DEPARTAMENTO DE EDUCACIÓN MUNICIPAL, UNIDADES EDUCATIVAS Y JARDINES INFANTILES VTF JUNJI;2025-04-01T12:31:00;2025-04-15T12:15:00;2025-04-16T12:16:00;;CLP;0;0
3588-14-LE25;CONST. CIERRE PERIMETRAL Y ACCESO CALLE CHORRILLOS;I MUNICIPALIDAD DE YUNGAY;69.141.500-7;Direccion Administración y Finanzas;ESMERALDA N380;Yungay;Región del Ñuble;LE;cerradas;considera la construcción de 155,6 metros de cierre perimetral de un recinto perteneciente al municipio, además de la construcción de un acceso vehicular, un portón tipo corredera, portón de acceso peatonal y rampa de accesibilidad universal.;2025-04-01T12:17:00;2025-04-16T13:30:00;2025-05-08T17:42:00;;CLP;0;0
5184-268-LE24;CATÉTER TORÁCICO CON TROCAR;SERVICIO DE SALUD DEL MAULE HOSPITAL DE LINARES;61.606.917-9;CONTRATOS-SUMINISTRO;Brasil N 753;Maule;Región del Maule;LE;cerradas;CATÉTER TORÁCICO CON TROCAR MM N 193 ADQUISICIONES;2025-04-01T12:16:42.58;2025-04-11T15:30:00;2025-05-29T18:00:00;8200000;CLP;0;0
1057540-30-LE25;ADQUISICIÓN REPUESTO E INSTALACIÓN DE MODULO ZOOM PARA MICROSCOPIO;SERVICIO SALUD TALCAHUANO HOSPITAL PENCO-LIRQUEN;61.602.198-2;Hospital Penco - Lirquen;;;Región del Biobío;LE;cerradas;ADQUISICIÓN REPUESTO E INSTALACIÓN DE MODULO ZOOM PARA MICROSCOPIO OFTALMOLOGICO CARL ZEISS.;2025-04-01T12:11:07.917;2025-04-11T11:08:00;2025-05-14T11:09:00;;CLP;0;0
1057544-100-LE25;CONTRATACIÓN DE SERVICIOS PARA EL ANÁLISIS E INFORME CLÍNICO DE MUESTRA DE BIOPSIA RENAL PERCUTÁNEA PARA HOSPITAL LAS HIGUERAS;SERVICIO DE SALUD DE TALCAHUANO HOSPITAL;61.607.202-1;Bienes y Servicios;Alto Horno 777 - Higueras;Talcahuano;Región del Biobío;LE;cerradas;La presente licitación pública tiene por objetivo Satisfacer la necesidad de los pacientes nefrópatas GES y No GES del Hospital las Higueras que requieren de toma de muestra para biopsia renal percutánea utilizada en el diagnóstico, pronóstico y evolución de su Enfermedad Renal, para un periodo de 12 meses, de acuerdo con especificaciones técnicas detalladas. Para cubrir las necesidades del establecimiento, el oferente que postule deberá contar con: Autorización Sanitaria vigente del laboratorio ofertante, al momento de ofertar. Médico Anatomo-Patólogo que informa las muestras, acreditado por la Superintendencia de Salud, con su especialidad. El médico anatomo-patólogo que informa las muestras debe participar en reuniones docente-asistenciales mensuales con los nefrólogos y residentes de nefrología de la institución, vía remota y/o presencial, sin costo agregado para el hospital.;2025-04-01T12:12:31.657;2025-04-11T15:00:00;2025-05-05T17:30:00;;CLP;0;0
682250-1-L125;Servicio de Mantenimiento de sistema de bombas elevadoras de agua del Juzgado de Garantía y Tribunal de Juicio Oral en lo Penal de Valdivia;CORP ADMINISTRATIVA DEL PODER JUDICIAL;60.301.001-9;Jdo de Garantia de Valdivia;Av. Francia 2688, Primer piso;Valdivia;Región de Los Ríos;L1;cerradas;Servicio de Mantenimiento de sistema de bombas elevadoras de agua del Juzgado de Garantía y Tribunal de Juicio Oral en lo Penal de Valdivia ubicado en Avenida Francia 2688, Valdivia, Contrato por 3 años, mantenciones semestrales (Monto estimado es anual);2025-04-01T12:08:14.663;2025-04-14T16:00:00;2025-04-30T14:00:00;2000000;CLP;0;0
4036-3-LE25;Adquisición de 1400 cajas de alimentos;I MUNICIPALIDAD DE ANDACOLLO;69.040.400-1;Departamento de Finanzas;Plaza Videla 50;Andacollo;Región de Coquimbo;LE;cerradas;Adquisición de 1400 cajas de alimentos las cuales serán distribuidas a pacientes oncológicos, dializados y a familias de escasos recursos de la comuna de Andacollo.;2025-04-01T12:05:01.03;2025-04-11T09:00:00;2025-04-30T19:49:00;;CLP;0;0
1002-23-LP25;CONVENIO IMPLEMENTOS DE SEGURIDAD;MINISTERIO DE OBRAS PUBLICAS DIREC CION GRAL DE OO PP DCYF;61.202.000-0;Dirección de Vialidad - X Región - Dirección Regional;Av. Bdo OHiggins 451, 4 Piso;Puerto Montt;Región de los Lagos;LP;cerradas;CONVENIO DE IMPLEMENTOS DE SEGURIDAD, DESTINADOS AL PERSONAL QUE CUMPLE FUNCIONES DE CONSERVACION DE LA REED VIAL, REGION DE LOS LAGOS.;2025-04-01T12:02:28.37;2025-04-11T15:00:00;2025-04-17T18:00:00;;CLP;0;0
2446-74-LE25;L.P. N 154-2025 SERVICIO POR ARRIENDO DE VEHICULO;I MUNICIPALIDAD DE COQUIMBO;69.040.300-5;IMUNI_COQUIMBO;BILBAO 348;Coquimbo;Región de Coquimbo;LE;cerradas;SERVICO DE TRASLADO POR 160 DÍAS DE VEHÌCULO TIPO AUTO;2025-04-01T12:02:00.83;2025-04-11T11:09:00;2025-05-02T17:30:00;11000000;CLP;0;0
1057544-101-LE25;Compra por Suministro de Insumos Clínicos Cirugía Cardiaca;SERVICIO DE SALUD DE TALCAHUANO HOSPITAL;61.607.202-1;Bienes y Servicios;Alto Horno 777 - Higueras;Talcahuano;Región del Biobío;LE;cerradas;Comprar y contar para su gestión con suministro de insumos clínicos para la realización de procedimientos, solicitados por la Sub Unidad de Cirugía Cardiaca;2025-04-01T11:54:20.583;2025-04-11T15:00:00;2025-05-09T17:00:00;65000000;CLP;0;0
