codigo;nombre;institucion_nombre;institucion_rut;unidad;direccion;comuna;region;tipo;estado;descripcion;fecha_inicio;fecha_final;fecha_adjudicacion;monto_estimado;unidad_monetaria;proveedores_participantes;adjudicados
3623-12-LP25;CONST. DE VEREDAS VARIOS SECTORES RURALES DE MÁFIL;I MUNICIPALIDAD DE MAFIL;69.200.500-7;Municipalidad de Máfil - Adquisiciones;San Martin 263;Máfil;Región de Los Ríos;LP;Publicada;Realizar instalación aceras en sectores rurales, de acuerdo a documentación adjunta.;2025-04-09T13:38:14.893;2025-04-29T14:00:00;2025-05-09T17:30:00;165000000;CLP;0;0
4560-17-LE25;SERVICIOS PROFESIONALES MÉDICOS - NEURÓLOGO-PSIQUI;I MUNICIPALIDAD DE LOS ALAMOS DEPTO COMUNAL;69.160.401-2;depto. Educación;;;Región del Biobío;LE;Publicada;FONDOS PIE 2025 COORDINACIÓN PIE-SEP ESTABLECIMIENTOS MUNICIPALES DE LA COMUNA CONTRATACIÓN SERVICIOS MÉDICOS NEURÓLOGOPSIQUIATRA.;2025-04-09T13:17:55.6;2025-04-15T16:00:00;2025-04-16T11:00:00;7000000;CLP;0;0
2436-23-LE25;Adquisición de Pintura Termoplastica de Extrusión;I MUNICIPALIDAD DE CURICO;69.100.100-8;IMUNI_CURICOADQUISICIONES;Estado 279;Curicó;Región del Maule;LE;Publicada;Dirección de Transito, requiere la adquisición de kilos de pintura termoplastica de extrusión de color blanco, segun SPN 328591.-;2025-04-09T13:07:09.143;2025-04-21T19:52:00;2025-04-22T19:53:00;10000000;CLP;0;0
1220203-15-LE25;ADQUISICIÓN LIBROS CRBP ANTOFAGASTA 2025;SERVICIO NACIONAL DEL PATRIMONIO CULTURAL;60.905.047-0;DIRECCION REGIONAL DE ANTOFAGASTA;Manuel Antonio Matta 2822;Antofagasta;Región de Antofagasta;LE;Publicada;Adquisición Libros Coordinación Regional Bibliotecas Públicas de Antofagasta 2025, para las bibliotecas de la region de Antofagasta en convenio con la Coordinacion Regional de Bibliotecas Publicas, con el objetivo de ampliar sus colecciones y prestar un mejor servicio a los habitantes de sus comunidades.;2025-04-09T12:56:52.813;2025-04-23T20:00:00;2025-05-05T17:00:00;21900000;CLP;0;0
621-339-LQ25;SONDA ASPIRACION CCONTROL SUCCION 12FR 1000020806;CENTRAL DE ABASTECIMIENTO DEL SISTEMA NACIONAL DE SERVICIO DE SALUD;61.608.700-2;Compras del Giro 621;Bodega Proveedor;Santiago Centro;Región Metropolitana de Santiago;LQ;Publicada;BASES ADMINISTRATIVAS Y TÉCNICAS TIPO, POR LAS QUE SE REGIRÁN LOS PROCESOS DE LICITACIÓN PARA LA ADQUISICIÓN DE PRODUCTOS FARMACÉUTICOS, COSMÉTICOS, VACUNAS, INSUMOS, DISPOSITIVOS, Y/O ALIMENTOS DE USO MÉDICO, DESTINADO AL EJERCICIO DE ACCIONES DE SALUD;2025-04-09T12:55:47.017;2025-04-30T16:00:00;2025-06-02T17:30:00;145457070;CLP;0;0
1697-8-LE25;MANTENCIÓN PREVENTIVA Y CORRECTIVA DE IMPULSIÓN;CORP ADMINISTRATIVA DEL PODER JUDICIAL;60.301.001-9;Corp. Adm. del Poder Judicial - Antofagasta;Uribe 636 piso 14, Edificio Centro de Negocios Uribe;Antofagasta;Región de Antofagasta;LE;Publicada;PAC 2693-9-PC25;2025-04-09T12:56:40.177;2025-04-21T16:00:00;2025-06-20T16:00:00;;CLF;0;0
968521-5-LE25;Canulas de alto flujo;SERVICIO DE SALUD DEL MAULE HOSPITAL SAN JAVIER;61.606.912-8;INSUMOS CLINICOS;RIQUELME 1131 - Región del Maule - San Javier;San Javier;Región del Maule;LE;Publicada;ABASTECER DE INSUMOS PARA CANULA NASAL DE ALTO FLUJO A LAS DISTINTAS UNIDADES DEL HOSPITAL DE SAN JAVIER POR UN PERIODO DE 12 MESES SEGÚN LO ESTABLECIDO EN LAS BASES DE LICITACIOJ DEL PRESENTE CONTRATO;2025-04-09T12:41:34.89;2025-04-15T11:08:00;2025-04-28T11:09:00;27000000;CLP;0;0
3443-17-LE25;CARROS DE VENTAS AMBULANTES;I MUNICIPALIDAD DE PURRANQUE;69.210.500-1;Dirección de Administración y Finanzas;Pedro Montt Nro. 249;Purranque;Región de los Lagos;LE;Publicada;CARROS DE VENTAS AMBULANTES para desarrollar la actividad del comercio ambulante en la comuna de Purranque, conforme al detalle de las presentes Bases Administrativas Generales, Especificaciones Técnicas y Anexos.;2025-04-09T13:06:58.233;2025-04-14T16:00:00;2025-05-09T18:00:00;10000000;CLP;0;0
611134-4-LE25;CUANTIFICACIÓN CONTAMINANTES CUENCA RIO MAIPO;SUBSECRETARIA DEL MEDIO AMBIENTE;61.979.930-5;Seremi Region Metropolitana;Avenida Alameda Libertador Bernardo O`Higgins 1449;Santiago Centro;Región Metropolitana de Santiago;LE;Publicada;E1O2RT9CUANTIFICACIÓN DE LAS FUENTES PUNTUALES Y LA CARGA CONTAMINANTE EN LAS AGUAS SUPERFICIALES DE LA CUENCA DEL RÍO MAIPO PARA APOYAR LA TOMA DE DECISIONES DEL PLAN DE PREVENCIÓN Y DESCONTAMINACIÓN HÍDRICA PPDH, destinado a obtener datos cuantitativos sobre las fuentes puntuales y la carga contaminante en las aguas superficiales de la cuenca del río Maipo para apoyar la toma de decisiones.;2025-04-09T12:34:34.437;2025-04-21T15:30:00;2025-05-05T16:14:00;30000000;CLP;0;0
438-28-LE25;ADQUISICION DE INSTRUMENTAL Y MATERIALES DENTALES PARA EL DEPARTAMENTO DE SALUD;I MUNICIPALIDAD DE SAN RAMON;69.253.900-1;Secretaria de Planificación San Ramón;Avenida Ossa 1771;Santiago;Región Metropolitana de Santiago;LE;Publicada;SE SOLICITA LA CONTRATACION DE CONVENIO DE SUMINISTRO DE ADQUISICION INSTRUMENTAL Y MATERIALES DENTALES PARA EL DEPARTAMENTO DE SALUD;2025-04-09T12:34:31.787;2025-04-16T09:00:00;2025-05-16T19:00:00;40000000;CLP;0;0
3874-11-LE25;ALTAS ODONTOLOGICAS INTEGRALES A PACIENTES HOMBRES;I MUNICIPALIDAD DE RAUCO;69.100.400-7;Salud;Avda. O Higgins S/N;Rauco;Región del Maule;LE;Publicada;LA NECESIDAD DE CONTAR CON 42 UNIDADES DE ALTAS ODONTOLOGICAS INTEGRALES A PACIENTES HOMBRES MAYORES DE 20 AÑOS, DE LA COMUNA DE RAUCO, DE ACUERDO AL PROGRAMA ATENCIÓN INTEGRAL DE HOMBRES, PERTENECIENTES AL PROGRAMA DE ESTRATEGIA DE SALUD BUCAL 2025.;2025-04-09T12:26:41.803;2025-04-21T15:36:00;2025-04-30T16:17:00;7900000;CLP;0;0
507428-62-LE25;ADQ. EQUIPOS CAMPAÑA DE INVIERNO HOSPITAL ANCUD;SERVICIO DE SALUD CHILOE;61.979.210-6;Servicio de Salud Chiloé;Avda. Bernardo O'Higgins 504, Castro;Castro;Región de los Lagos;LE;Publicada;Adquirir e instalar Equipos en Hospital Ancud, según planilla de habilitación del proyecto por la Campaña de Invierno.;2025-04-09T12:25:13.61;2025-04-21T16:23:00;2025-05-19T16:24:00;;CLP;0;0
1380-94-LP25;PPTA 97-25 ADQ. SUPLEMENTOS NUTRICIONALES;HOSPITAL DOCTOR HERNAN HENRIQUEZ ARAVENA;61.602.232-6;HOSPITAL DOCTOR HERNAN HENRIQUEZ ARAVENA;Manuel Montt 115;Temuco;Región de la Araucanía;LP;Publicada;Se requiere disponer de Suplementos Nutricionales, para poder satisfacer las necesidades nutricionales de los pacientes hospitalizados de alta complejidad, con patologías agudas y crónicas que requieren un soporte nutricional específico como parte de su tratamiento integral. Garantizando el aporte adecuado de nutrientes en pacientes que, debido a sus condiciones clínicas, no logran cubrir sus requerimientos a través de la alimentación convencional. Los suministros serán distribuidos a las diferentes unidades clínicas como: Unidad de Cuidados Intensivos UCI, Oncología, Medicina Interna, Cirugías y Pediatría. Las presentes bases se refieren a las condiciones y características técnicas requeridas para la ADQUISICIÓN DE SUPLEMENTOS NUTRICIONALES en adelante: los Insumos, por el periodo de dieciocho 18 meses. La adquisición se realizará en concordancia con el Plan Anual de Compras 2025 PAC 2025, la legislación vigente, bases administrativas y técnicas, especificaciones técnicas que se detallan en el Anexo N 1 y entre otros que constituyen el requerido llamado a licitación.;2025-04-09T12:27:07.897;2025-04-21T15:01:00;2025-07-18T17:30:00;135462393;CLP;0;0
2440-67-L125;Servicio de Internet para el Establecimiento Educacional Escuela Grecia;I MUNICIPALIDAD DE CURICO;69.100.100-8;Municipalidad de Curicó - Educación - Adquisiciones;;;Región del Maule;L1;Publicada;El Departamento de Administración de Educación Municipal de Curicó requiere contratar, Servicio de Internet para el Establecimiento Educacional Escuela Grecia;2025-04-09T12:20:17.667;2025-04-16T13:26:00;2025-05-08T10:00:00;6500000;CLP;0;0
807-12-LP25;Apoyo al proceso de regularización yo saneamiento de tierra apoyo en escrituración de DRU subdivisión de goces para familias o comunidades indígenas en la región de Los Lagos yo región de Aysén año 2025;CORP NACIONAL DE DESARROLLO INDIGENA;72.396.000-2;Dirección Regional de Osorno;García Hurtado de Mendoza N 1043;Osorno;Región de los Lagos;LP;Publicada;- Entregar un ordenamiento delimitado a las comunidades o personas indígenas a través de subdivisiones de hecho en la región de Los Lagos y Aysén, - Garantizar el éxito operativo del presente programa en los períodos establecidos, con el propósito de que se habiliten oportunamente a los postulantes mapuches williche de la Región de Los Lagos, con el fin de acceder a los programas de vivienda destinados al sector rural.;2025-04-09T12:13:00;2025-04-29T12:00:00;2025-05-05T20:00:00;89000000;CLP;0;0
1062018-4-LE25;SERVICIO DE REGISTRO MEDICIÓN REPORTE Y ANÁLISIS;DEFENSORIA DE LOS DERECHOS DE LA NIÑEZ;62.000.410-3;Unidad de Gestión Institucional;Teatinos #340;Santiago;Región Metropolitana de Santiago;LE;Publicada;SERVICIO DE REGISTRO, MEDICIÓN, REPORTE Y ANÁLISIS DE LAS PRINCIPALES MÉTRICAS DE LAS CUENTAS Y PLATAFORMAS WEB INSTITUCIONALES. contratación del Servicio de Registro, Medición, Reporte y Análisis de las Principales Métricas de las Cuentas y Plataformas Institucionales, con el fin de enfocar con mayor precisión la información traspasada al público.;2025-04-09T12:09:48.65;2025-04-17T18:00:00;2025-05-31T15:11:00;;CLP;0;0
2440-68-L125;Servicio de Internet para el Establecimiento Educacional Escuela María Inés Rodríguez;I MUNICIPALIDAD DE CURICO;69.100.100-8;Municipalidad de Curicó - Educación - Adquisiciones;;;Región del Maule;L1;Publicada;El Departamento de Administración de Educación Municipal de Curicó requiere contratar, Servicio de Internet para el Establecimiento Educacional Escuela María Inés Rodríguez;2025-04-09T12:21:14.577;2025-04-16T13:14:00;2025-05-07T10:00:00;4500000;CLP;0;0
867990-27-LE25;Servicios de Catering - CDP 82451 CC 102;UNIVERSIDAD DE SANTIAGO DE CHILE;60.911.000-7;Unidad de Coordinación Institucional - UCI;Av. L. Bernardo O Higgins 3363 - Estación Central;Estación Central;Región Metropolitana de Santiago;LE;Publicada;La Universidad de Santiago de Chile requiere servicios de catering para diversas fechas, según lo indicado en el punto II. de Bases Técnicas. CDP 82451 CC 102;2025-04-09T12:03:54.113;2025-04-16T15:00:00;2025-04-21T18:00:00;18000000;CLP;0;0
2258-77-LQ25;SERVICIOS TENS APERTURA CAMAS DEL HRA;SERVICIO DE SALUD ANTOFAGASTA HOSPITAL L;61.606.201-8;Abastecimiento Principal;Avda Pedro Aguirre Cerda N 5900;Antofagasta;Región de Antofagasta;LQ;Publicada;SERVICIOS TECNICOS EN ATENCION Y CUIDADO INTEGRAL DE PACIENTES APERTURA DE CAMAS MEDIAS Objetivo continuidad de habilitacion de 30 camas medias en Las diferentes unidades satisfaciendo de manera adecuada y eficiente la labor asistencial del establecimiento.;2025-04-09T12:07:33.593;2025-04-21T18:00:00;2025-06-18T13:19:00;;CLP;0;0
712307-23-LE25;Consultoría apoyo FTO Mejoramiento Parque Santa Lucía Collipulli;SERVICIO DE VIVIENDA Y URBANIZACION IX REGION;61.821.000-6;Licitaciones y Costos;O'Higgins 830;Temuco;Región de la Araucanía;LE;Publicada;Se necesita la contratación de apoyo a la Fiscalización Técnica de Obras del proyecto Mejoramiento Parque Santa Lucía, Collipulli;2025-04-09T11:41:40.093;2025-04-21T15:02:00;2025-05-05T15:03:00;;CLP;0;0
3880-35-LQ25;ADQUISICION DE CAJAS DE ALIMENTOS AYUDA SOCIAL;I MUNICIPALIDAD DE MAULE;69.110.900-3;Municipalidad de Maule;Balmaceda 350;Maule;Región del Maule;LQ;Publicada;ADQUISICION DE CAJAS DE ALIMENTOS, AYUDA SOCIAL, DIDECO. SEGUN DETALLE ADJUNTO.-;2025-04-09T12:07:10.18;2025-04-21T15:30:00;2025-05-21T15:30:00;218000000;CLP;0;0
2709-49-LE25;CONTRATACION DE SERVICIOS FUNERARIOS;MUNICIPALIDAD DE OVALLE;69.040.700-0;Municipalidad de Ovalle - Secplan;Vicuña Mackenna 441;Ovalle;Región de Coquimbo;LE;Publicada;CONTRATACION DE SERVICIOS FUNERARIOS;2025-04-09T11:43:50.157;2025-04-21T15:05:00;2025-05-20T16:17:00;25000000;CLP;0;0
886954-151-LP25;Convenio suministro anual de insumos para la Unidad de Neurovascular del HGGB;HOSPITAL GUILLERMO GRANT BENAVENTE DE CO;61.602.189-3;Abastecimiento Insumos;San Martin 1436;Concepción;Región del Biobío;LP;Publicada;Proveer al HGGB de los insumos necesarios para la atencion oportuna de los pacientes;2025-04-09T11:39:44.313;2025-04-21T15:35:00;2025-06-23T18:36:00;102000000;CLP;0;0
4707-20-L125;SERVICIO PROFESIONALES ATENCION OFTALMOLOGICA;I MUNICIPALIDAD DE SAN NICOLAS;69.140.802-7;I. MUNICIPALIDAD DE SAN NICOLAS - DEPTO. SALUD;ARTURO PRAT S/N;San Nicolás;Región del Ñuble;L1;Publicada;CANASTA DE ATENCION OFTALMOLOGICA: QUE INCLUYE ATENCION POR MEDICO OFTALMOLOGO O TECNOLOGO MEDICO EN OFTALMOLOGIA EVALUACION INTEGRAL CON ENTREGA DE LUBRICANTES OCULARES EN LOS CASOS NECESARIOS;2025-04-09T11:33:20.207;2025-04-16T19:58:00;2025-05-30T19:59:00;1650000;CLP;0;0
799512-23-LE25;SERVICIO PARA RETIRO DE RILES 2025;CORP MUNICIPAL DE VALPARAISO PARA EL DESARROLLO SOCIAL;70.859.400-8;Corporación;ELEUTERIO RAMIREZ 455 // CON SALVADOR DONOSO;Valparaíso;Región de Valparaíso;LE;Publicada;Contratar el servicio de succión y retiro de residuos acumulados en fosas sépticas de alcantarillado particular y cámaras desgrasadoras de la Corporación Municipal de Valparaíso usando para ello con camiones especializados y plantas de tratamiento certificadas por un período de 12 meses cuyas características y requisitos técnicos constan en las Bases Administrativas y Técnicas de esta Licitación con sus respectivos anexos.;2025-04-09T11:27:15.773;2025-05-05T15:00:00;2025-05-12T15:30:00;7300000;CLP;0;0
2021-4-LE25;SERV. DE ARRIENDO DE CAMIONETA SIN CONDUCTOR;ESTADO MAYOR CONJUNTO;61.101.040-0;Estado Mayor Conjunto;Zenteno N 45, piso 8,ala sur;Santiago;Región Metropolitana de Santiago;LE;Publicada;El EMCO llama a licitación pública para el servicio de arriendo de camionetas sin conductor para los cursos CECOPAC año 2025, a desarrollarse en el campo de entrenamiento Almirante Félix Aguayo Bastias, Avenida 16 de junio sn, comuna de Concón, V Región;2025-04-09T11:41:16.91;2025-04-16T15:00:00;2025-05-09T19:00:00;;CLP;0;0
1058094-5-LQ25;Provisión de sueros y glucosas respaldo CENABAST;SERVICIO DE SALUD SUR HOSPITAL SANATORIO EL PINO;61.608.107-1;Fármarcos;Padre Hurtado 13560 San Bernardo;San Bernardo;Región Metropolitana de Santiago;LQ;Publicada;Garantizar el abastecimiento de sueros y glucosas en el Hospital El Pino cuando la programación de CENABAST, no sea cumplida de manera total o parcial.;2025-04-09T11:25:48.397;2025-04-29T15:01:00;2025-06-30T18:37:00;;CLP;0;0
2107-48-LP25;CONVENIO DE SUMINISTRO DE INSUMOS PARA ENDOSCOPIA;SERVICIO DE SALUD HOSPITAL DE SANTA CRUZ;61.602.148-6;Hospital de Santa Cruz;Federico Errazuriz 921;Santa Cruz;Región del Libertador General Bernardo OHiggins;LP;Publicada;El Hospital Santa Cruz es un servicio público dependiente del Servicio de Salud OHiggins, cuya naturaleza, fines, funciones y atribuciones tiene por objeto la ejecución de acciones, planes y políticas tendientes a contar con capacidad resolutiva en los ámbitos propios como institución de salud. Como establecimiento de salud requiere establecer un convenio de suministro de insumos para unidad de Endoscopia, al objeto de dar respuesta a los diversos procedimientos a realizar en pacientes GES y NO GES con el objetivo de entregar una atención oportuna y de calidad a nuestros usuarios.;2025-04-09T11:25:29.5;2025-04-29T12:00:00;2025-05-30T12:00:00;;CLP;0;0
2308-37-LR25;CONTRATACIÓN DE SERVICIO COMPLEMENTARIO DE SALUD Y SEGURO DE VIDA;I MUNICIPALIDAD DE OSORNO;69.210.100-6;SECRETARIA DE PLANIFICACION;AVDA. JUAN MACKENNA N851, Bodega Subsuelo;Osorno;Región de los Lagos;LR;Publicada;La licitación consiste en la Contratación de seguro complementario de salud y vida Servicio de Bienestar I.M.O. para funcionarios municipales y sus cargas familiares socios del Servicio de Bienestar de la Municipalidad de Osorno, por un periodo de 24 meses se deberá ejecutar conforme a los requerimientos establecidos en las presentes bases administrativas y especificaciones técnicas adjuntas;2025-04-09T11:24:46.29;2025-05-12T15:00:00;2025-06-10T16:00:00;;CLF;0;0
1216058-7-LE25;SERVICIO LABORATORIO CONFECCION DE PROTESIS DENTAL;Corporación Municipal Curaco de Vélez;71.281.500-0;Corporación Municipal de Curaco de Vélez;Sin direccion;Las Condes;Región de los Lagos;LE;Publicada;EL OBJETIVO ES CONTRATAR EL SERVICIO DE LABORATORIO PARA CONFECCION DE BASES METALICAS PARA PROTESIS DENTALES REMOVIBLES BASES ACRILICAS YO METALICAS: PROGRAMA SALUD BUCAL;2025-04-09T11:18:47.213;2025-04-21T17:26:00;2025-04-28T17:27:00;;CLP;0;0
29-26-LE25;66-015-25 ADQ. PIALES;FUERZA AEREA DE CHILE COMANDO LOGISTICO;61.103.035-5;Comando Logístico;GRUPO DE ABASTECIMIENTO - FACH, GRAN AVENIDA PARADERO 37 1/2 CALLE JULIO CAÑAS S/N, COMUNA EL BOSQUE;El Bosque;Región Metropolitana de Santiago;LE;Publicada;PIALES DE COLOR NEGRO CON BOTON;2025-04-09T11:03:31.603;2025-04-24T12:00:00;2025-06-30T12:00:00;;USD;0;0
4707-22-L125;PROCEDIMIENTOS CUTANEOS MENORES Y BIOPSIAS;I MUNICIPALIDAD DE SAN NICOLAS;69.140.802-7;I. MUNICIPALIDAD DE SAN NICOLAS - DEPTO. SALUD;ARTURO PRAT S/N;San Nicolás;Región del Ñuble;L1;Publicada;PROCEDIMIENTOS CUTANEOS MENORES Y BIOPSIAS;2025-04-09T11:14:16.587;2025-04-16T12:56:00;2025-05-30T12:54:00;5985000;CLP;0;0
1650-15-LE25;Confección de Prótesis Removibles Base Metálica;Hospital Santa Juana;61.602.204-0;Hospital Santa Juana;Av. Doctor Sosa N100 Recinto Hospital Santa Juana;Santa Juana;Región del Biobío;LE;Publicada;Se requiere la contratación y ejecución de prótesis removibles y de base metálica para pacientes de programa altas integrales de hombres y mujeres mayores de 20 años. Para cumplimiento de las metas fijadas por el Programa Dental.;2025-04-09T10:58:52.63;2025-04-17T09:00:00;2025-04-25T17:00:00;;CLP;0;0
528208-29-LE25;PRODUCCION DE EVENTO PARA JOVENES DE CERRO NAVIA;I.MUNICIPALIDAD DE CERRO NAVIA;69.254.200-2;SECPLAC 2;Del Consistorial 6645;Cerro Navia;Región Metropolitana de Santiago;LE;Publicada;Contratar el servicio de producción para evento dirigido a jóvenes de Cerro Navia, a efectuarse el viernes 25 de abril de 2025.;2025-04-09T11:09:58.533;2025-04-14T15:30:00;2025-05-28T17:30:00;;CLP;0;0
3200-6-L125;CONVENIO SUMINISTRO AGUA PURIFICADA DSM LONCOCHE;I MUNICIPALIDAD DE LONCOCHE;69.191.100-4;Departamento de Salud;Manuel Bulnes N 385;Loncoche;Región de la Araucanía;L1;Publicada;El Departamento de Salud Municipal de Loncoche, llama a licitación pública para presentar ofertas a través del portal mercado público www.mercadopublico.cl con el objetivo de asegurar el suministro mensual de agua purificada y arriendo de dispensadores de agua caliente-fría, por veinticuatro meses, para el Establecimiento Departamento de Salud Municipal y Nodos, como Policlínico Pulmahue, Centro de Salud Familiar de Huiscapi y Postas de Salud Rural. Este convenio de suministro tiene la proyección de extenderse por doce meses más previa evaluación del servicio y con acuerdo de ambas partes. Cabe mencionar que, en caso de no continuar con el convenio, o en virtud de continuarlo, se notificará por correo electrónico, al indicado por el oferente en el Anexo 1, con 30 días de anticipación a la fecha de caducidad de este. -;2025-04-09T10:50:55.807;2025-04-15T15:30:00;2025-05-15T15:32:00;;CLP;0;0
948806-29-LE25;ADQUISICIÓN DE CAGE PARA COLOCACIÓN VÍA TRANSFORAMINAL TLIF EN MODALIDAD DE CONSIGNACIÓN EN TRÁNSITO POR SISTEMA DE SUMINISTRO PARA EL HOSPITAL DIPRECA;FONDO HOSPITAL DE LA DIRECCION DE PREVISION DE CARABINEROS DE CHILE;61.513.003-6;Unidad de Compra Insumos en Consignación;Av. Vital Apoquindo N1200;Las Condes;Región Metropolitana de Santiago;LE;Publicada;El Hospital de la Dirección de Previsión de Carabineros de Chile, ubicado en Vital Apoquindo N1.200, Comuna de Las Condes, Región Metropolitana, en adelante EL HOSPITAL, llama a licitación pública para la Adquisición de Cage para Colocación Vía Transforaminal (TLIF) en Modalidad de Consignación en Tránsito, por Sistema de Suministro, en adelante LOS INSUMOS, para un periodo de 36 meses o hasta que se consuma la totalidad del monto contratado, según lo que primero ocurra, para el referido Centro Asistencial, cuyas características y requisitos técnicos constan en las Bases Administrativas y Técnicas de esta licitación con sus respectivos anexos.;2025-04-09T10:41:42.473;2025-04-21T16:00:00;2025-07-21T20:00:00;40000000;CLP;0;0
29-25-LE25;66-017-25 ADQ. CALZADO DE COMBATE;FUERZA AEREA DE CHILE COMANDO LOGISTICO;61.103.035-5;Comando Logístico;GRUPO DE ABASTECIMIENTO - FACH, GRAN AVENIDA PARADERO 37 1/2 CALLE JULIO CAÑAS S/N, COMUNA EL BOSQUE;El Bosque;Región Metropolitana de Santiago;LE;Publicada;PARA INGRESO SLC 2025;2025-04-09T11:02:27.783;2025-04-24T12:00:00;2025-07-30T12:00:00;37961;USD;0;0
2909-12-CO25;servicio de transporte sala cuna Llifén;I MUNICIPALIDAD DE FUTRONO;69.200.700-k;Departamento de Educación;Balmaceda 490;Futrono;Región de Los Ríos;CO;Publicada;se requiere contratar servicio de transporte para la sala cuna LLife 2025,;2025-04-09T10:57:02.233;2025-04-21T16:00:00;2025-04-28T18:42:00;;CLP;0;0
3764-16-LP25;MEJORAMIENTO CUBIERTA Y PISO EDIFICIO CONSISTORIAL;I MUNICIPALIDAD DE NANCAGUA;69.090.400-4;I MUNICIPALIDAD DE NANCAGUA;JOSE DOMINGO JARAMILLO N 99;Nancagua;Región del Libertador General Bernardo OHiggins;LP;Publicada;CONTRATAR LOS SERVICIOS PARA EJECUTAR EL PROYECTO MEJORAMIENTO CUBIERTA Y PISO EDIFICIO CONSISTORIAL .;2025-04-09T10:44:34.857;2025-04-25T12:00:00;2025-05-08T12:00:00;100000000;CLP;0;0
1950-39-LQ25;25-25 Arriendo Ecógrafo Gineco Obstetra H.P;SERVICIO SALUD ARAUCANIA SUR HOSPITAL PITRUFQUEN;61.602.238-5;Hospital Pitrufquén;Pedro León Gallo Sur 355;Pitrufquén;Región de la Araucanía;LQ;Publicada;El Hospital Pitrufquén, requiere contratar el servicio arriendo de equipamiento por un periodo de 24 meses, sin posibilidad de renovación considerando provisión de accesorios, repuestos y mantenciones. El equipamiento médico dotará a los servicios clínicos y contribuirán a mejorar la calidad de la atención de nuestros pacientes, completar los diagnósticos con mayor precisión y mejorar el servicio de ginecología y obstetricia.;2025-04-09T10:38:38.473;2025-04-21T15:30:00;2025-07-21T18:00:00;;CLP;0;0
3260-12-LE25;Servicios Odontológicos 2025;I MUNICIPALIDAD DE RIO HURTADO;69.041.000-1;Departamento de Salud;Unica Samo Alto S/N;Río Hurtado;Región de Coquimbo;LE;Publicada;Debido a que el Departamento de Salud está interesado en la aplicación de altos estándares de calidad, tanto en la atención oportuna y eficaz de sus pacientes, como el bienestar de estos y su seguridad. Es así como permanente desarrolla actividades tendientes a lograr un mejoramiento continuo de sus procesos;2025-04-09T10:31:48.887;2025-04-17T17:00:00;2025-04-22T16:30:00;;CLP;0;0
1757-4-LE25;S. Cpra. 2002 Primera Jornada Supervisión;SUBSECRETARIA DEL MINISTERIO DE EDUCACION PUBLICA;60.901.012-6;Mineduc Administración X Región;Padre Harter N 175;Puerto Montt;Región de los Lagos;LE;Publicada;Secretaría Regional Ministerial de Educación de Los Lagos, tiene la necesidad de contratar los servicios de alimentación, alojamiento, arriendo de salones y de equipos audiovisuales, para la Primera Jornada Regional de Supervisión 2025, a realizarse entre los días 07 al 09 de mayo de 2025, en la ciudad de Puerto Montt. Ingresar valor total neto de IVA.;2025-04-09T10:26:01;2025-04-21T15:01:00;2025-05-06T18:00:00;9000000;CLP;0;0
2446-96-LE25;SERVICIO DE MANTENCION ASCENSOR MEZQUITA;I MUNICIPALIDAD DE COQUIMBO;69.040.300-5;IMUNI_COQUIMBO;BILBAO 348;Coquimbo;Región de Coquimbo;LE;Publicada;SERVICIO DE MANTENCION PREVENTIVA Y CORRECTIVA DEL ASCENSOR CENTRO CULTURAL MOHAMMED VI;2025-04-09T10:23:03.09;2025-04-21T15:01:00;2025-05-12T23:59:00;9924600;CLP;0;0
3387-6-LE25;Adquisición de equipamiento para el rancho;COMANDO DE APOYO A LA FUERZA;61.101.008-7;Regimiento Logístico del Ejército N1 Bellavista - RLE N1;Avenida El Guanaco #2650;Conchalí;Región Metropolitana de Santiago;LE;Publicada;Se requiere la adquisición de equipamiento para el racho de suboficiales de la UR.;2025-04-09T10:10:29.413;2025-04-21T15:01:00;2025-04-28T17:00:00;14581590;CLP;0;0
3387-5-LQ25;Servicio de concesión de cafetería y alimentación;COMANDO DE APOYO A LA FUERZA;61.101.008-7;Regimiento Logístico del Ejército N1 Bellavista - RLE N1;Avenida El Guanaco #2650;Conchalí;Región Metropolitana de Santiago;LQ;Publicada;Se requiere contratar el servicio de concesión de cafetería y alimentación para la Unidad Regimentaria;2025-04-09T10:10:02.463;2025-04-21T15:01:00;2025-04-29T17:00:00;;CLP;0;0
5657-1-LE25;ADQUISICIÓN AGROINSUMOS Y AGROQUIMICOS VIVEROS;CORP NACIONAL FORESTAL;61.313.000-4;XIV región - Oficina Regional de Los Rios;Esmeralda 415;La Unión;Región de Los Ríos;LE;Publicada;Adquisición de sustrato, bolsas, agroquímicos y agroinsumos para fortalecimiento de viveros de Los Ríos. E1O2RT9;2025-04-09T10:10:34.657;2025-04-16T15:00:00;2025-04-21T18:00:00;;CLP;0;0
2803-12-LP25;ADQUISICION DE EXAMENES DE LABORATORIO CLINICO;MUNICIPALIDAD DE LOS ANDES;69.051.100-2;Departamento de Salud Municipal;CALLE YERBAS BUENAS N 345 PRIMER PISO;Los Andes;Región de Valparaíso;LP;Publicada;Contar con contrato de suministro por servicio de análisis de exámenes de laboratorio.;2025-04-09T10:04:14.087;2025-04-21T15:01:00;2025-05-09T16:00:00;;CLP;0;0
